cod_cor,denumire_ocupatie,denumire_clean,matched_job,match_score
817207,aburitor plută,aburitor pluta,factor postal,59.25925925925925
731827,aburitor textile,aburitor textile,colorist textile,68.75
265201,acompaniator,acompaniator,comandant,66.66666666666666
812216,acoperitor metale,acoperitor metale,operator fermentare,72.22222222222221
712101,"acoperitor-învelitor țiglă, azbociment, tablă","acoperitor-invelitor tigla, azbociment, tabla",operator masina de rabotat metale,48.717948717948715
731201,"acordor acordeoane, armonici","acordor acordeoane, armonici",acordor instrumente muzicale,57.14285714285714
731202,"acordor piane, pianine, orgă, țambal","acordor piane, pianine, orga, tambal",acordor reparator instrumente muzicale,48.64864864864865
265901,acrobat,acrobat,astronaut,62.5
265501,actor,actor,acar,66.66666666666666
265502,actor mânuitor de păpuși,actor manuitor de papusi,organizator de nunti,63.63636363636363
212010,actuar (studii superioare),actuar (studii superioare),inspector deseuri periculoase,54.54545454545454
352101,acustician cinematografic,acustician cinematografic,tehnician topograf,60.46511627906976
111101,adjunct al procurorului general,adjunct al procurorului general,avocat al poporului,60.0
241231,administrator bancar/ produs leasing,administrator bancar/ produs leasing,administrator curriculum,63.33333333333333
252101,administrator baze de date,administrator baze de date,administrator credite,76.59574468085107
213237,administrator bunuri agricole,administrator bunuri agricole,administrator curriculum,75.47169811320755
252302,administrator de rețea de telefonie VOIP,administrator de retea de telefonie voip,administrator de retea tic,75.75757575757575
252908,administrator de securitate în domeniul TIC,administrator de securitate in domeniul tic,analist testare in domeniul tic,72.97297297297297
263111,administrator financiar (patrimoniu) (studii superioare),administrator financiar (patrimoniu) (studii superioare),administrator agentie de turism turoperatoare,59.4059405940594
431203,administrator financiar (patrimoniu) studii medii,administrator financiar (patrimoniu) studii medii,administrator artistic,59.154929577464785
515203,administrator pensiune turistică,administrator pensiune turistica,administrator pensii,76.92307692307693
515105,administrator piețe și târguri,administrator piete si targuri,administrator pensii,76.0
325201,administrator programe naționale boli transmisibile,administrator programe nationale boli transmisibile,administrator pompe funebre,61.53846153846154
252201,administrator sistem de securitate bancară,administrator sistem de securitate bancara,administrator securitate sociala,72.97297297297297
351105,administrator sistem documentar,administrator sistem documentar,administrator de cont,73.07692307692307
143115,administrator structuri sportive,administrator structuri sportive,administrator securitate sociala,71.875
751107,afumător carne,afumator carne,lucrator covoare,66.66666666666666
213229,agent agricol,agent agricol,inspector agricol,66.66666666666666
241214,agent capital de risc,agent capital de risc,investitor capital de risc,76.59574468085107
332401,agent comercial,agent comercial,pilot comercial,73.33333333333333
241235,agent compensare (interbancară),agent compensare (interbancara),consultant comunicare interculturala,59.70149253731343
541907,agent conducător câini de serviciu,agent conducator caini de serviciu,agent salvator minier,58.18181818181818
242212,agent consular,agent consular,agent constatator,77.41935483870968
333101,agent contractări și achiziții (broker mărfuri),agent contractari si achizitii (broker marfuri),lucrator constructii acoperisuri,53.16455696202531
333104,agent cumpărări,agent cumparari,agent de pariuri,70.96774193548387
515302,agent curățenie clădiri și mijloace de transport,agent curatenie cladiri si mijloace de transport,inginer sisteme de transport,55.26315789473685
432333,agent curier,agent curier,agent securitate,78.57142857142857
332101,agent de asigurare,agent de asigurare,agent de pariuri,76.47058823529412
422106,agent de asistență turistică,agent de asistenta turistica,asistent statistician,65.3061224489796
242207,agent de dezvoltare,agent de dezvoltare,agent de politie,74.28571428571429
541301,agent de poliție penitenciară,agent de politie penitenciara,agent politie comunitara,75.47169811320755
331102,agent de schimb,agent de schimb,agent de schimb valutar,78.94736842105263
541413,agent de securitate competiții sportive,agent de securitate competitii sportive,agent de securitate in unitati hoteliere,65.82278481012658
541412,agent de securitate conducător câini de serviciu patrulare,agent de securitate conducator caini de serviciu patrulare,agent de securitate in unitati hoteliere,61.224489795918366
541403,"agent de securitate incintă (magazin, hotel, întreprindere etc.)","agent de securitate incinta (magazin, hotel, intreprindere etc.)",agent de securitate in unitati hoteliere,69.23076923076923
541406,agent de securitate intervenție,agent de securitate interventie,agent de securitate in unitati hoteliere,73.23943661971832
422105,agent de transport internațional,agent de transport international,agent transport valori,66.66666666666666
422104,agent de transport turistic intern,agent de transport turistic intern,agent transport valori,64.28571428571429
422111,agent de turism pentru circuite tematice,agent de turism pentru circuite tematice,asistent de productie pentru locuri de filmare,60.46511627906976
422103,agent de turism tour-operator,agent de turism tour-operator,reprezentant agentie de turism turoperatoare,73.97260273972603
331105,agent de vânzări directe (produse financiar-bancare),agent de vanzari directe (produse financiar-bancare),agent de vanzari bilete de calatorie,65.9090909090909
516904,agent ecolog,agent ecolog,enolog,66.66666666666666
333303,agent evidență și plată a ajutorului de șomaj,agent evidenta si plata a ajutorului de somaj,agent de voiaj/agenta de voiaj,53.333333333333336
432342,agent feroviar marfă,agent feroviar marfa,agent de vama,66.66666666666666
421401,agent fiscal,agent fiscal,consultant fiscal,68.96551724137932
711915,agent hidrotehnic,agent hidrotehnic,tehnician hidrotehnist,66.66666666666666
333401,agent imobiliar (broker imobiliar),agent imobiliar (broker imobiliar),agent imobiliar/agenta imobiliara,77.61194029850746
333902,agent literar,agent literar,agent penitenciar,73.33333333333333
333107,agent maritim,agent maritim,agent comert maritim,78.78787878787878
331107,agent marketing pensii private,agent marketing pensii private,manager marketing digital,61.81818181818181
333305,agent ocupare,agent ocupare,agent securitate,68.96551724137932
333302,agent orientare profesională a șomerilor/ agent informare privind cariera,agent orientare profesionala a somerilor/ agent informare privind cariera,analist rezilienta sistemelor informatice,49.122807017543856
331108,agent pentru servicii de investiții financiare,agent pentru servicii de investitii financiare,intermediar servicii financiare,62.33766233766234
441201,agent poștal,agent postal,factor postal,72.0
341101,agent procedural,agent procedural,agent de pariuri,62.5
333901,agent reclamă publicitară,agent reclama publicitara,agent de vanzari spatiu publicitar,64.40677966101694
325202,agent rețea,agent retea,agent penitenciar,71.42857142857143
315501,agent salvare aeroportuară și instalații de stins incendii,agent salvare aeroportuara si instalatii de stins incendii,agent salvare navala si portuala,51.11111111111111
432334,agent stație metrou,agent statie metrou,agent constatator,66.66666666666666
422108,agent transporturi externe,agent transporturi externe,agent transport valori,70.83333333333334
422109,agent transporturi interne,agent transporturi interne,agent transport valori,70.83333333333334
333106,agent tranzit,agent tranzit,agent achizitii,71.42857142857143
422107,agent turism de afaceri,agent turism de afaceri,analist de afaceri,73.17073170731707
332403,agent vânzări standarde și produse conexe,agent vanzari standarde si produse conexe,vanzator specializat carne si produse din carne,61.36363636363637
812121,aglomeratorist,aglomeratorist,cromatografist,64.28571428571429
611101,agricultor,agricultor,sculptor,66.66666666666666
611105,agricultor pentru culturi de câmp ecologice,agricultor pentru culturi de camp ecologice,lucrator pentru salubrizare cai publice,58.536585365853654
941101,ajutor bucătar,ajutor bucatar,judecator/judecatoare,62.857142857142854
818205,ajutor fochist,ajutor fochist,factor postal,59.25925925925925
753104,ajutor maistru croitor,ajutor maistru croitor,ajutor asistent social,63.63636363636363
731815,ajutor maistru filator,ajutor maistru filator,ajutor asistent social,63.63636363636363
731818,"ajutor maistru țesător, tricoter","ajutor maistru tesator, tricoter",supraveghetor masini tesatorie,58.06451612903226
315107,ajutor ofițer mecanic fluvial,ajutor ofiter mecanic fluvial,ofiter mecanic secund,64.0
513101,ajutor ospătar,ajutor ospatar,factor postal,66.66666666666666
132301,ajutor șef brigadă în construcții,ajutor sef brigada in constructii,inspector in constructii,63.1578947368421
812134,alimentator-încălzitor de materiale,alimentator-incalzitor de materiale,evaluator invatare anterioara,59.375
711920,alpinist utilitar,alpinist utilitar,inspector utilitati,66.66666666666666
111102,ambasador,ambasador,imbalsamator,66.66666666666666
325802,ambulanțier,ambulantier,amanetar,63.1578947368421
731101,AMC-ist,amc-ist,farmacist,75.0
251201,analist,analist,analist buget,70.0
351202,analist ajutor,analist ajutor,analist buget,74.07407407407408
241229,analist bancar/ societate de leasing,analist bancar/ societate de leasing,analist calitatea apei,62.06896551724138
226927,analist comportamental,analist comportamental,analist contabil,73.68421052631578
243301,analist cumpărări/ consultant furnizori,analist cumparari/ consultant furnizori,analist ocupational,55.172413793103445
242224,analist de informații,analist de informatii,ofiter de informatii,78.04878048780488
242222,analist informații de firmă,analist informatii de firma,analist de informatii/analista de informatii,73.23943661971832
242233,analist în servicii și politici de sănătate,analist in servicii si politici de sanatate,ofiter de politici de sanatate publica,64.19753086419753
263204,analist în turism,analist in turism,analist costuri,75.0
214132,analist măsurători metrologice,analist masuratori metrologice,analist costuri de productie,62.06896551724138
242308,analist piața muncii,analist piata muncii,analist financiar,70.27027027027027
241220,analist preț de revenire/ costuri,analist pret de revenire/ costuri,analist costuri,62.5
242309,analist recrutare/ integrare salariați,analist recrutare/ integrare salariati,analist testare in domeniul tic,57.971014492753625
243216,analist servicii client,analist servicii client,manager serviciu clienti,76.59574468085107
242310,analist sisteme salarizare,analist sisteme salarizare,manager sisteme de canalizare,69.0909090909091
214133,analist studiul materialelor,analist studiul materialelor,analist studii de piata,66.66666666666666
241312,analist tehnic piețe financiare,analist tehnic piete financiare,analist financiar,70.83333333333334
263205,analist teritorial,analist teritorial,asistent editorial,72.22222222222221
335503,anchetator poliție,anchetator politie,inspector de politie,68.42105263157895
516908,animator centre de vacanță,animator centre de vacanta,administrator unitate de invatamant,65.57377049180327
511317,animator de hotel,animator de hotel,animator 3d,71.42857142857143
251309,animator digital 2D/3D jocuri video,animator digital 2d/3d jocuri video,vanzator specializat muzica si video,53.52112676056338
265259,animator emisiuni cultural-muzicale de radio și televiziune,animator emisiuni cultural-muzicale de radio si televiziune,vanzator specializat articole fierarie si vopsele,51.85185185185185
216602,animator film de animație (studii medii),animator film de animatie (studii medii),animator film de animatie stop cadru,76.31578947368422
265426,animator film de animație (studii superioare),animator film de animatie (studii superioare),animator film de animatie stop cadru,71.60493827160494
516907,animator socioeducativ,animator socioeducativ,animator 3d,60.60606060606061
342301,animator sportiv,animator sportiv,manager sportiv,77.41935483870968
522201,anticar,anticar,acar,72.72727272727273
342201,antrenor,antrenor,vanator,66.66666666666666
612905,antrenor cabaline,antrenor cabaline,antrenor de fotbal,68.57142857142857
342207,antrenor coordonator,antrenor coordonator,antrenor personal,70.27027027027027
342303,antrenor de fitness,antrenor de fitness,antrenor de fotbal,75.67567567567568
342204,antrenor de fotbal profesionist,antrenor de fotbal profesionist,antrenor de fotbal,73.46938775510205
143101,antrenor federație sportivă,antrenor federatie sportiva,terapeut sportiv,60.46511627906976
342220,antrenor național,antrenor national,antrenor personal,76.47058823529412
112032,antreprenor în economia socială,antreprenor in economia sociala,antreprenor social,73.46938775510205
516301,antreprenor servicii funerare,antreprenor servicii funerare,antreprenor social,68.08510638297872
612301,apicultor,apicultor,sculptor,70.58823529411765
731401,aplicator de detalii la produse din ceramică,aplicator de detalii la produse din ceramica,vanzator specializat produse medicale,59.25925925925925
243221,arbitru,arbitru,babysitter,58.82352941176471
342216,arbitru de fotbal,arbitru de fotbal,antrenor de fotbal,74.28571428571429
342208,arbitru judecător sportiv,arbitru judecator sportiv,instructor pompieri,59.09090909090909
612207,arbitru pentru păsări de rasă,arbitru pentru pasari de rasa,maistru lucrari dragare,57.692307692307686
611201,arboricultor,arboricultor,arboricultor/arboricultoare,61.53846153846154
818111,argintar produse din sticlă,argintar produse din sticla,asamblor produse din plastic,72.72727272727273
263601,arhiepiscop,arhiepiscop,arhitect peisagistica,56.25
263602,arhiereu-vicar,arhiereu-vicar,arhivar,66.66666666666666
216101,arhitect clădiri,arhitect cladiri,arhitect blockchain,68.57142857142857
216111,arhitect de interior,arhitect de interior,arhitect intreprindere,66.66666666666666
251104,arhitect de sistem în domeniul TIC,arhitect de sistem in domeniul tic,manager de audit in domeniul tic,72.72727272727273
251109,arhitect în domeniul tehnologiei blockchain,arhitect in domeniul tehnologiei blockchain,arhitect in domeniul cloud computing,68.35443037974683
216201,arhitect peisagistică și amenajarea teritoriului,arhitect peisagistica si amenajarea teritoriului,arhitect peisagistica,60.86956521739131
216103,arhitect restaurări,arhitect restaurari,arhitect e-learning,68.42105263157895
216402,arhitect urbanism,arhitect urbanism,arhitect blockchain,66.66666666666666
122301,arhitect-șef,arhitect-sef,arhitect e-learning,64.51612903225806
341108,arhivar notariat,arhivar notariat,arhivar,60.86956521739131
262101,arhivist,arhivist,arhivar,66.66666666666666
263603,arhondar,arhondar,arhivar,66.66666666666666
818143,armator de izolatori electrici (prelucrător produse electrotehnice),armator de izolatori electrici (prelucrator produse electrotehnice),depanator scule electrice/depanatoare scule electrice,56.666666666666664
216609,art director,art director,director banca,61.53846153846154
243101,art director publicitate (studii medii),art director publicitate (studii medii),redactor de publicitate,58.06451612903226
754201,artificier de mină,artificier de mina,artificier,71.42857142857143
754202,artificier la lucrări de suprafață,artificier la lucrari de suprafata,miner la suprafata,61.53846153846154
251310,artist digital 2D jocuri video,artist digital 2d jocuri video,artist stradal arta vizuala,52.63157894736842
251311,artist digital 3D jocuri video,artist digital 3d jocuri video,artist stradal arta vizuala,52.63157894736842
265112,artist/artistă fotograf,artist/artista fotograf,artist de strada/artista de strada,63.1578947368421
265219,artist instrumentist,artist instrumentist,maistru betonist,61.111111111111114
265223,artist liric operă,artist liric opera,artist circ,68.96551724137932
265111,artist multimedia,artist multimedia,artist comunitar,66.66666666666666
265102,artist plastic,artist plastic,artist sticlar,78.57142857142857
812209,arzător email,arzator email,reparator ceasuri,66.66666666666666
818126,arzător produse ceramice,arzator produse ceramice,dezvoltator produse textile,66.66666666666666
818109,arzător produse din sticlă,arzator produse din sticla,asamblor produse din plastic,77.77777777777779
812225,asamblator elemente și baterii galvanice,asamblator elemente si baterii galvanice,asamblor echipamente electronice,61.111111111111114
752205,asamblator lăzi,asamblator lazi,asamblor mobila,73.33333333333333
731836,asamblator-montator articole marochinărie,asamblator-montator articole marochinarie,operator manual articole marochinarie,74.35897435897436
712407,asamblator-montator profile aluminiu și geam termopan,asamblator-montator profile aluminiu si geam termopan,montator parbrize si geamuri auto,55.81395348837209
821903,asamblor articole de sport,asamblor articole de sport,asamblor articole din metal,79.24528301886792
821901,asamblor biciclete,asamblor biciclete,asamblor mobila,72.72727272727273
722401,ascuțitor laminate la cald,ascutitor laminate la cald,auditor calitate call center,59.25925925925925
722402,ascuțitor laminate la rece,ascutitor laminate la rece,auditor calitate call center,62.96296296296296
722404,"ascuțitor scule, instrumente medicale și obiecte de uz casnic","ascutitor scule, instrumente medicale si obiecte de uz casnic",constructor instrumente muzicale electronice,59.04761904761905
722403,ascuțitor-călitor garnituri de carde,ascutitor-calitor garnituri de carde,slefuitor-sablator foi de sticla,58.82352941176471
711904,asfaltator,asfaltator,salahor,70.58823529411765
413207,asistent analist de informații,asistent analist de informatii,ofiter de informatii,68.0
325203,asistent coordonator programe naționale curative și boli netransmisibile,asistent coordonator programe nationale curative si boli netransmisibile,coordonator program scoala dupa scoala,56.36363636363636
334304,asistent de cabinet,asistent de cabinet,asistent de medicina dentara,72.3404255319149
211112,asistent de cercetare de aeronave,asistent de cercetare de aeronave,asistent de cercetare in invatamantul superior,68.35443037974683
263117,asistent de cercetare economist în economia generală,asistent de cercetare economist in economia generala,asistent de cercetare in invatamantul superior,59.183673469387756
263115,asistent de cercetare economist în economia mediului,asistent de cercetare economist in economia mediului,asistent de cercetare in invatamantul superior,63.26530612244898
263119,asistent de cercetare economist în economie agroalimentară,asistent de cercetare economist in economie agroalimentara,asistent de cercetare in invatamantul superior,59.61538461538461
263125,asistent de cercetare economist în gestiunea economică,asistent de cercetare economist in gestiunea economica,asistent de cercetare in invatamantul superior,60.0
263113,asistent de cercetare economist în management,asistent de cercetare economist in management,asistent de cercetare in invatamantul superior,65.93406593406593
263121,asistent de cercetare economist în marketing,asistent de cercetare economist in marketing,asistent de cercetare in invatamantul superior,66.66666666666666
263123,asistent de cercetare economist în relații economice internaționale,asistent de cercetare economist in relatii economice internationale,asistent de cercetare in invatamantul superior,61.94690265486725
213241,asistent de cercetare în agricultură,asistent de cercetare in agricultura,asistent de cercetare in invatamantul superior,70.73170731707317
213250,asistent de cercetare în agromontanologie,asistent de cercetare in agromontanologie,asistent de cercetare in invatamantul superior,68.96551724137932
263211,asistent de cercetare în antropologie,asistent de cercetare in antropologie,asistent de cercetare in invatamantul superior,72.28915662650603
213151,asistent de cercetare în antropologie biologică,asistent de cercetare in antropologie biologica,asistent de cercetare in invatamantul superior,66.66666666666666
263215,asistent de cercetare în arheologie,asistent de cercetare in arheologie,asistent de cercetare in invatamantul superior,69.1358024691358
216110,asistent de cercetare în arhitectură,asistent de cercetare in arhitectura,asistent de cercetare in invatamantul superior,73.17073170731707
216309,asistent de cercetare în arte plastice - design industrial,asistent de cercetare in arte plastice - design industrial,asistent de cercetare in invatamantul superior,59.61538461538461
216313,"asistent de cercetare în arte plastice - sticlă, ceramică, metal","asistent de cercetare in arte plastice - sticla, ceramica, metal",asistent de cercetare in invatamantul superior,60.0
216311,"asistent de cercetare în arte plastice - textile (tapiserie, contexturi, modă, imprimeuri)","asistent de cercetare in arte plastice - textile (tapiserie, contexturi, moda, imprimeuri)",asistent de cercetare in invatamantul superior,50.0
263511,asistent de cercetare în asistența socială,asistent de cercetare in asistenta sociala,cercetator in asistenta sociala,79.45205479452055
211109,asistent de cercetare în astronomie,asistent de cercetare in astronomie,asistent de cercetare in invatamantul superior,71.60493827160494
215240,asistent de cercetare în automatică,asistent de cercetare in automatica,asistent de cercetare in invatamantul superior,76.5432098765432
214474,asistent de cercetare în autovehicule rutiere,asistent de cercetare in autovehicule rutiere,pilot incercare autovehicule rutiere,76.5432098765432
226305,"asistent de cercetare în bacteriologie, microbiologie, biochimie, farmacologie","asistent de cercetare in bacteriologie, microbiologie, biochimie, farmacologie",asistent de cercetare in invatamantul superior,51.61290322580645
211309,asistent de cercetare în biochimie tehnologică,asistent de cercetare in biochimie tehnologica,maistru statiune de cercetare si productie pomicola,59.79381443298969
213137,asistent de cercetare în biologie,asistent de cercetare in biologie,asistent de cercetare in invatamantul superior,68.35443037974683
213141,asistent de cercetare în biologie chimie,asistent de cercetare in biologie chimie,asistent de cercetare in invatamantul superior,62.7906976744186
213257,asistent de cercetare în biotehnologie pentru agricultură,asistent de cercetare in biotehnologie pentru agricultura,maistru statiune de cercetare si productie pomicola,57.407407407407405
213143,asistent de cercetare în botanică,asistent de cercetare in botanica,asistent de cercetare in invatamantul superior,73.41772151898735
215237,asistent de cercetare în calculatoare,asistent de cercetare in calculatoare,arhitect de retea de calculatoare,77.14285714285715
214303,asistent de cercetare în centrale hidroelectrice în ingineria mediului,asistent de cercetare in centrale hidroelectrice in ingineria mediului,asistent de cercetare in invatamantul superior,55.172413793103445
215141,asistent de cercetare în centrale nuclearoelectrice,asistent de cercetare in centrale nuclearoelectrice,asistent de cercetare in invatamantul superior,63.91752577319587
215138,asistent de cercetare în centrale termoelectrice,asistent de cercetare in centrale termoelectrice,asistent de cercetare in invatamantul superior,70.2127659574468
211307,asistent de cercetare în chimie,asistent de cercetare in chimie,asistent de cercetare in invatamantul superior,72.72727272727273
211311,asistent de cercetare în chimie fizică,asistent de cercetare in chimie fizica,asistent de cercetare in invatamantul superior,66.66666666666666
215228,asistent de cercetare în comunicații,asistent de cercetare in comunicatii,asistent de cercetare in invatamantul superior,70.73170731707317
214930,asistent de cercetare în confecții din piele și înlocuitori,asistent de cercetare in confectii din piele si inlocuitori,operator masini de cusut pentru incaltaminte din piele si inlocuitori,65.625
211115,asistent de cercetare în construcții aerospațiale,asistent de cercetare in constructii aerospatiale,asistent de cercetare in invatamantul superior,65.26315789473685
214217,"asistent de cercetare în construcții civile, industriale și agricole","asistent de cercetare in constructii civile, industriale si agricole",asistent de cercetare in invatamantul superior,56.14035087719298
214220,"asistent de cercetare în construcții de căi ferate, drumuri și poduri","asistent de cercetare in constructii de cai ferate, drumuri si poduri",lucrator in constructii de drumuri/lucratoare in constructii de drumuri,58.57142857142858
214471,asistent de cercetare în construcții de mașini agricole,asistent de cercetare in constructii de masini agricole,asistent de cercetare in invatamantul superior,65.34653465346535
214223,asistent de cercetare în construcții hidrotehnice,asistent de cercetare in constructii hidrotehnice,agent de securitate in unitati hoteliere,62.92134831460674
214227,asistent de cercetare în construcții miniere,asistent de cercetare in constructii miniere,inginer geotehnician in constructii miniere,66.66666666666666
214535,asistent de cercetare în controlul calității produselor alimentare,asistent de cercetare in controlul calitatii produselor alimentare,tehnician controlul calitatii in industria chimica,60.3448275862069
214483,asistent de cercetare în creația tehnică în construcția de mașini,asistent de cercetare in creatia tehnica in constructia de masini,tehnician proiectant constructii de masini,57.943925233644855
212028,asistent de cercetare în demografie,asistent de cercetare in demografie,asistent de cercetare in invatamantul superior,69.1358024691358
261916,asistent de cercetare în domeniul științelor juridice,asistent de cercetare in domeniul stiintelor juridice,asistent de cercetare in invatamantul superior,68.68686868686868
213145,asistent de cercetare în domeniul zoologic,asistent de cercetare in domeniul zoologic,manager cercetare in domeniul tic,72.0
214462,asistent de cercetare în echipamente de proces,asistent de cercetare in echipamente de proces,asistent de cercetare in invatamantul superior,71.73913043478261
214453,asistent de cercetare în echipamente și instalații de bord,asistent de cercetare in echipamente si instalatii de bord,asistent de cercetare in invatamantul superior,67.3076923076923
213147,asistent de cercetare în ecologie și protecția mediului,asistent de cercetare in ecologie si protectia mediului,cercetator in protectia mediului,68.96551724137932
226910,asistent de cercetare în educație fizică și sport,asistent de cercetare in educatie fizica si sport,asistent de cercetare in invatamantul superior,69.47368421052632
215144,asistent de cercetare în electroenergetică,asistent de cercetare in electroenergetica,asistent de cercetare in invatamantul superior,65.9090909090909
215126,asistent de cercetare în electrofizică,asistent de cercetare in electrofizica,asistent de cercetare in invatamantul superior,66.66666666666666
215132,asistent de cercetare în electromecanică,asistent de cercetare in electromecanica,asistent de cercetare in invatamantul superior,69.76744186046511
215225,asistent de cercetare în electronică aplicată,asistent de cercetare in electronica aplicata,asistent de cercetare in invatamantul superior,63.73626373626373
215123,asistent de cercetare în electrotehnică,asistent de cercetare in electrotehnica,asistent de cercetare in invatamantul superior,65.88235294117646
215147,asistent de cercetare în energetică industrială,asistent de cercetare in energetica industriala,asistent de cercetare in invatamantul superior,64.51612903225806
263217,asistent de cercetare în etnologie,asistent de cercetare in etnologie,cercetator in teologie,67.85714285714286
214933,asistent de cercetare în exploatări forestiere,asistent de cercetare in exploatari forestiere,asistent de cercetare in invatamantul superior,69.56521739130434
214628,asistent de cercetare în exploatări miniere,asistent de cercetare in exploatari miniere,asistent de cercetare in invatamantul superior,69.66292134831461
214921,asistent de cercetare în filatură-țesătorie,asistent de cercetare in filatura-tesatorie,asistent de cercetare in invatamantul superior,71.91011235955057
264315,asistent de cercetare în filologie,asistent de cercetare in filologie,asistent de cercetare in invatamantul superior,70.0
263306,asistent de cercetare în filozofie,asistent de cercetare in filozofie,asistent de cercetare in invatamantul superior,70.0
241302,asistent de cercetare în finanțe-bănci,asistent de cercetare in finante-banci,asistent de cercetare in invatamantul superior,76.19047619047619
211103,asistent de cercetare în fizică,asistent de cercetare in fizica,asistent de cercetare in invatamantul superior,70.12987012987013
211107,asistent de cercetare în fizică tehnologică,asistent de cercetare in fizica tehnologica,asistent de cercetare in invatamantul superior,62.92134831460674
211105,asistent de cercetare în fizică-chimie,asistent de cercetare in fizica-chimie,asistent de cercetare in invatamantul superior,64.28571428571429
226404,asistent de cercetare în fiziokinetoterapie,asistent de cercetare in fiziokinetoterapie,asistent de cercetare in invatamantul superior,65.1685393258427
211435,asistent de cercetare în geochimie,asistent de cercetare in geochimie,asistent de cercetare in invatamantul superior,67.5
211440,asistent de cercetare în geodezie,asistent de cercetare in geodezie,asistent de cercetare in invatamantul superior,68.35443037974683
211431,asistent de cercetare în geofizică,asistent de cercetare in geofizica,asistent de cercetare in invatamantul superior,67.5
263213,asistent de cercetare în geografie,asistent de cercetare in geografie,asistent de cercetare in invatamantul superior,70.0
211427,asistent de cercetare în geologie,asistent de cercetare in geologie,cercetator in teologie,69.0909090909091
211437,asistent de cercetare în geologie petrolieră,asistent de cercetare in geologie petroliera,asistent de cercetare in invatamantul superior,71.11111111111111
211429,asistent de cercetare în geologie tehnică,asistent de cercetare in geologie tehnica,asistent de cercetare in invatamantul superior,62.06896551724138
241304,"asistent de cercetare în gestiune, contabilitate, control financiar","asistent de cercetare in gestiune, contabilitate, control financiar",asistent de cercetare in invatamantul superior,56.63716814159292
213247,asistent de cercetare în horticultură,asistent de cercetare in horticultura,asistent de cercetare in invatamantul superior,65.06024096385542
214918,asistent de cercetare în informatică,asistent de cercetare in informatica,cercetator in bioinformatica,71.875
213149,asistent de cercetare în ingineria genetică,asistent de cercetare in ingineria genetica,asistent de cercetare in invatamantul superior,69.66292134831461
214233,asistent de cercetare în ingineria materialelor oxidice,asistent de cercetare in ingineria materialelor oxidice,asistent de cercetare in invatamantul superior,65.34653465346535
214640,asistent de cercetare în ingineria proceselor siderurgice,asistent de cercetare in ingineria proceselor siderurgice,asistent de cercetare in invatamantul superior,64.07766990291263
214230,asistent de cercetare în instalații,asistent de cercetare in instalatii,asistent de cercetare in invatamantul superior,76.5432098765432
214657,asistent de cercetare în instalații și utilaje pentru transportul și depozitarea produselor petroliere,asistent de cercetare in instalatii si utilaje pentru transportul si depozitarea produselor petroliere,asistent de cercetare in invatamantul superior,52.702702702702695
263308,asistent de cercetare în istorie,asistent de cercetare in istorie,asistent de cercetare in invatamantul superior,74.35897435897436
264313,asistent de cercetare în lingvistică,asistent de cercetare in lingvistica,asistent de cercetare in invatamantul superior,70.73170731707317
214459,asistent de cercetare în mașini hidraulice și pneumatice,asistent de cercetare in masini hidraulice si pneumatice,asistent de cercetare in invatamantul superior,64.70588235294117
214456,asistent de cercetare în mașini și echipamente termice,asistent de cercetare in masini si echipamente termice,asistent de cercetare in invatamantul superior,68.0
214486,asistent de cercetare în mașini și instalații mecanice,asistent de cercetare in masini si instalatii mecanice,asistent de cercetare in invatamantul superior,62.0
212016,asistent de cercetare în matematică,asistent de cercetare in matematica,asistent de cercetare in invatamantul superior,74.07407407407408
212020,asistent de cercetare în matematică aplicată,asistent de cercetare in matematica aplicata,asistent de cercetare in invatamantul superior,64.44444444444444
212022,asistent de cercetare în matematică-fizică,asistent de cercetare in matematica-fizica,asistent de cercetare in invatamantul superior,68.18181818181817
212024,asistent de cercetare în matematică-informatică,asistent de cercetare in matematica-informatica,asistent de cercetare in invatamantul superior,68.81720430107528
212018,asistent de cercetare în matematică-mecanică,asistent de cercetare in matematica-mecanica,asistent de cercetare in invatamantul superior,66.66666666666666
214465,asistent de cercetare în mecanică fină,asistent de cercetare in mecanica fina,asistent de cercetare in invatamantul superior,69.04761904761905
221110,asistent de cercetare în medicina generală,asistent de cercetare in medicina generala,asistent de medicina dentara,71.42857142857143
226105,asistent de cercetare în medicina stomatologică,asistent de cercetare in medicina stomatologica,asistent de cercetare in invatamantul superior,66.66666666666666
223002,asistent de cercetare în medicina tradițională,asistent de cercetare in medicina traditionala,asistent de cercetare in invatamantul superior,69.56521739130434
225005,asistent de cercetare în medicina veterinară,asistent de cercetare in medicina veterinara,asistent de cercetare in invatamantul superior,73.33333333333333
214643,asistent de cercetare în metalurgia neferoasă,asistent de cercetare in metalurgia neferoasa,asistent de cercetare in invatamantul superior,70.32967032967034
211210,asistent de cercetare în meteorologie,asistent de cercetare in meteorologie,asistent de cercetare in invatamantul superior,69.87951807228916
215129,asistent de cercetare în metrologie,asistent de cercetare in metrologie,asistent de cercetare in invatamantul superior,71.60493827160494
213139,asistent de cercetare în microbiologie-bacteriologie,asistent de cercetare in microbiologie-bacteriologie,asistent de cercetare in invatamantul superior,63.26530612244898
215231,asistent de cercetare în microelectronică,asistent de cercetare in microelectronica,inginer in microelectronica,70.58823529411765
