conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,2654,regizor tehnic,"director tehnic
supervizor tehnic
director arte tehnice
șef departament tehnic
director tehnic și operațiuni",,released,2024-01-25T11:28:50.295Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Regizorii tehnici realizează viziunile artistice ale creatorilor, în limitele unor constrângeri de ordin tehnic. Coordonează operațiunile diferitelor unități de producție, de exemplu, scenografie, costume, sunet și lumini, machiaj. Adaptează prototipul și analizează fezabilitatea, realizarea, executarea și monitorizarea tehnică a proiectului artistic. Răspund și de echipamentul de scenă și de echipamentele tehnice.",2654.1.7,http://data.europa.eu/ux2/nace2.1/9031
Occupation,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,8121,operator mașina de desenat metale,"operator filieră de trefilare
presator, ambutisor la cald
trefilator sârmă
operator trefilare subțire
operatoare filieră de trefilare
operator trefilare
finisor laminate și trefilate
operatoare trefilare",,released,2024-01-23T10:09:32.099Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii de mașina de desenat metale instalează și acționează mașini de trefilare pentru produse metalice feroase și neferoase, care sunt proiectate pentru a da o formă specifică sârmei, barelor, țevilor, profilurilor tubulare și tuburilor prin reducerea secțiunii transversale a acestora și prin trefilarea materialelor de lucru printr-o serie de matrițe de trefilare.",8121.4,http://data.europa.eu/ux2/nace2.1/242
Occupation,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,7543,inspector aparate de precizie/inspectoare aparate de precizie,"controlor calitate instrumente de precizie
supervizor aparate de precizie
inspectoare echipamente de precizie
inspector aparate de precizie
inspectoare instrumente de precizie
controlor calitate aparate de precizie
controlor calitate echipamente de precizie
supervizoare aparate de precizie
inspectoare aparate de precizie
inspector echipamente de precizie
inspector instrumente de precizie",,released,2024-01-25T15:00:12.188Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inspectorii de aparate de precizie se asigură că aparatele de precizie, cum ar fi micrometrele și aparatele de măsură, funcționează în conformitate cu specificațiile de proiectare. Pot regla aparatele de precizie și componentele lor în caz de erori.",7543.10.3,http://data.europa.eu/ux2/nace2.1/2651
Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,3155,tehnician siguranță trafic aerian,tehnician pentru siguranța traficului aerian,,released,2024-01-29T16:01:13.998Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii de siguranță a traficului aerian oferă asistență tehnică în ceea ce privește siguranța sistemelor de control al traficului aerian și de navigație. Proiectează, mențin, instalează și exploatează aceste sisteme atât în aeroport, cât și la bordul avionului, în conformitate cu reglementările.",3155.1,http://data.europa.eu/ux2/nace2.1/5223
Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431,manager de venituri în sectorul ospitalier,"manager de productivitate şi profitabilitate
specialistă în procedura Yield Management în sectorul hotelier
specialist în procedura Yield Management în sectorul hotelier
manager de venituri ospitaliere
manager venituri
manager profituri ospitaliere",,released,2024-01-11T10:28:45.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Managerii de venituri în sectorul ospitalier maximizează veniturile generate de unități precum hoteluri, stațiuni de vacanță și campinguri, analizând tendințele și concurența. Asistă administratorii de unități turistice în luarea de decizii strategice. Managerii de venituri în sectorul ospitalier analizează și optimizează potențialul financiar al unităților și gestionează personalul corespunzător.",2431.9,"http://data.europa.eu/ux2/nace2.1/701,
http://data.europa.eu/ux2/nace2.1/55"
Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,3212,tehnician de laborator medical,laborant medical,,released,2024-01-24T15:38:45.842Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii de laboratori medicali lucrează sub supravegherea oamenilor de știință biomedicală și desfășoară proceduri de laborator de bază. Lucrează în manipularea analitică a eșantioanelor, cum ar fi verificarea detaliilor specimenelor primite spre analiză, întreținerea analizoarelor, a reactivilor de încărcare și introducerea specimenelor în eprubete. De asemenea, îndeplinesc sarcini administrative, cum ar fi monitorizarea nivelurilor stocurilor de reactivi utilizați în analiză.",3212.2,http://data.europa.eu/ux2/nace2.1/861
Occupation,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,3116,tehnician laborator stație asfalt,"laborantă stație asfalt
laborant stație asfalt",,released,2024-01-26T15:03:25.743Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii laboratori de stație asfalt efectuează inspecții ale asfaltului și ale materiilor prime conexe, precum și teste de laborator și asigură o înaltă calitate a produselor. De asemenea, participă la rezolvarea aspectelor tehnice referitoare la șantierele de construcții.",3116.1.1,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/2399"
Occupation,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,5312,asistent profesor învățământ primar,"asistent profesor școală primară
asistent profesor unitate de învățământ primar",,released,2023-07-04T08:19:38.994Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Asistenții de învățători în învățământul primar oferă asistență în instruire și sprijin practic cadrelor didactice din învățământul primar. Consolidează instruirea în cazul elevilor care au nevoie de atenție suplimentară și pregătesc materialele de care au nevoie învățătorii în clasă. Desfășoară, de asemenea, activități administrative, urmăresc progresele elevilor la învățătură și comportamentul lor și supraveghează elevii în prezența și în absența învățătorului.",5312.2,http://data.europa.eu/ux2/nace2.1/852
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264,fizioterapeut,"manager fizioterapie
osteopat
chiropractician
fizioterapeut sportiv
terapeut fizic
maseză
fizioterapeut de recuperare
fizioterapeut neuromusculoscheletal
terapeut euritmie
manager fizoterapeut
terapeut chiropractician
fizioterapeut neurologic
lucrător în promovarea sănătăţii
fizioterapeut pentru manipulare
fizioterapeut in cadrul companiei
terapeut pentru respirație
terapeut pentru sănătate și bunăstare
fizioterapeut neurodezvoltare
fizioterapeut pentru respirație
fizioterapeut bobath
terapeut
hidroterapeut
fizoterapeut cardiovascular
terapeut pentru reabilitare",,released,2024-01-16T10:48:48.922Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fizioterapeuții sunt profesioniști independenți în domeniul sănătății, care răspund de dezvoltarea, menținerea sau restabilirea funcției motorii și a capacității de mișcare pe toată durata vieții, utilizând practici bazate pe evidențe. Calmează durerile și tratează sau previn afecțiuni fizice asociate cu leziuni, boli sau alte deficiențe. Fizioterapeuții le permit pacienților și îngrijitorilor lor să trateze afecțiunea în afara mediului spitalicesc. Lucrează în sfera lor de practică conform Codului deontologic. ",2264.2,http://data.europa.eu/ux2/nace2.1/8695
Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,2310,cadru didactic in invatamantul superior in domeniul stiintelor economice,"profesor de actorie
conferențiar universitar  în domeniul artei teatrale
preparator învățământul universitar în domeniul artei teatrale
profesor universitar în domeniul artei teatrale
asistent universitar în domeniul artei teatrale
lector universitar în domeniul artei teatrale
instructor în domeniul artei teatrale
instructor școlar actorie
lector arta teatrală la conservator
instructor de teatru la conservator
instructor de arta teatrală
instructor de teatru la școala de artă teatrală
profesor de arta teatrală",,released,2024-01-16T13:49:12.7Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Cadrele didactice în învățământul superior în arta teatrală predau studenților teorie specifică și, în primul rând, cursuri de teatru bazate pe practică, la un teatru specializat sau la o școală de artă teatrală sau la conservator, la nivel de învățământ superior. Oferă instruire teoretică în sprijinul abilităților și tehnicilor de ordin practic pe care studenții trebuie să le stăpânească ulterior în teatru. Cadrele didactice în învățământul superior în arta teatrală monitorizează progresele studenților, acordă asistență în mod individual atunci când este necesar și evaluează cunoștințele și interpretarea practicii teatrale prin teme, teste și examene.",2310.1.30,"http://data.europa.eu/ux2/nace2.1/854,
http://data.europa.eu/ux2/nace2.1/853"
Occupation,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,8160,operator la mașina de hidrogenare/operatoare la mașina de hidrogenare,"operator la mașina de hidrogenare
lucrător mașină hidrogenare
operatoare la instalația de hidrogenare
operator la instalația de hidrogenare
lucrător hidrogenare
operatoare la mașina de hidrogenare",,released,2024-01-24T09:18:05.061Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorii la mașini de hidrogenare controlează mașini pentru prelucrarea uleiurilor de bază în vederea fabricării margarinei și a produselor pe bază de grăsimi.,8160.39,http://data.europa.eu/ux2/nace2.1/104
Occupation,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,8160,operator la fabricarea pastelor făinoase/operatoare la fabricarea pastelor făinoase,"lucrător la mașina de fabricat paste făinoase
operator la prepararea pastelor făinoase
lucrătoare fabricare paste făinoase
lucrătoare la mașina de fabricat paste făinoase
lucrător fabricare paste făinoase
operatoare la mașina de fabricat paste făinoase
operator fabricare paste făinoase
operatoare la fabricarea pastelor făinoase
operatoare la prepararea pastelor făinoase
operator la mașina de fabricat paste făinoase
operator la fabricarea pastelor făinoase
operatoare fabricare paste făinoase",,released,2024-02-22T16:06:16.592Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii la fabricarea pastelor făinoase produc paste făinoase uscate. Aceștia descarcă ingrediente brute din silozuri de depozitare și din sistemele de livrare a ingredientelor. Acești operatori amestecă, presează și extrudează pentru a ajunge la nivelul dorit de uscare a pastelor făinoase.",8160.46,http://data.europa.eu/ux2/nace2.1/1073
Occupation,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,1420,manager tutungerie,"manager magazin trabucuri
manager magazin tutun, trabucuri, țigări, pipe
manager magazin tutun
tutungiu
manager magazin țigări și trabucuri
manager magazin pipe și accesorii",,released,2024-01-26T16:51:59.766Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Managerii de tutungerie răspund de activitățile și personalul din magazinele specializate.,1420.4.42,http://data.europa.eu/ux2/nace2.1/4726
Occupation,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,5249,"reprezentant închirieri utilaje, echipamente și bunuri corporale","agent închirieri alte mașini, echipamente și bunuri corporale
manager închirieri alte mașini, echipamente și bunuri corporale",,released,2024-01-25T09:35:09.037Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Reprezentanții de închirieri utilaje, echipamente și bunuri corporale se ocupă de închirierea de mașini, echipamente și bunuri și  de stabilirea perioadelor de utilizare specifice. Realizează documentele pentru tranzacții, asigurări și plăți.",5249.2.1,http://data.europa.eu/ux2/nace2.1/7739
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165,analist topograf minier,"responsabil evidențe mină
inspectori mine
inspector minier
proiectant planuri mină
proiectant de operațiuni miniere
inspector operațiuni miniere
inspector de planificare mină",,released,2024-01-25T15:10:08.054Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Analiștii topografi minieri pregătesc și actualizează planuri miniere în conformitate cu cerințele legale și de gestionare. Păstrează evidența progresului fizic al operațiunilor miniere și al producției de minereuri sau minerale.,2165.4.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/0891,
http://data.europa.eu/ux2/nace2.1/07,
http://data.europa.eu/ux2/nace2.1/4312,
http://data.europa.eu/ux2/nace2.1/0899"
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263,nutriționist alimente gătite,"inspector siguranța alimentelor
monitor pentru siguranța alimentară
specialist HACCP
asistent specialist in siguranta alimentara
controlor de calitate a alimentelor
consultant pentru siguranță alimentară
consilier pentru siguranța alimentelor
controlor pentru siguranța alimentelor
controlor de calitate a producției alimentare
tehnician în siguranța alimentelor
specialist consultant sisteme de management calitate și siguranța alimentelor
inspector siguranță alimentară
stagiar specialist în siguranța alimentelor
specialist în igiena alimentară
specialist sisteme de management al siguranței alimentare",,released,2024-01-25T10:40:47.807Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Nutriționiștii în alimente gătite organizează procese și pun în aplicare proceduri pentru a evita probleme legate de siguranța alimentară. Respectă reglementările.,2263.2,http://data.europa.eu/ux2/nace2.1/10
Occupation,http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,7233,"mecanic  calificat mașini agricole ","tehniciană  utilaje agricole
tehnician utilaje agricole
mecanic utilaje agricole",,released,2024-01-25T10:01:35.496Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Mecanicii calificați de mașini agricole întrețin, asigură revizia și repară echipamentele și utilajele agricole.",7233.8,http://data.europa.eu/ux2/nace2.1/3312
Occupation,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,8331,șofer autobuz,"șofer minibus
șofer de autobuz
șofer autobuz școlar
șofer de autocar
șofer autocar turistic
șofer autocar",,released,2024-01-16T13:08:38.228Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Șoferii de autobuze conduc autobuze sau autocare, încasează tarife și au grijă de călători.",8331.1,"http://data.europa.eu/ux2/nace2.1/4931,
http://data.europa.eu/ux2/nace2.1/4932"
Occupation,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,1324,manager import export carne și produse din carne,,,released,2024-01-26T11:38:36.28Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Managerii de import-export de carne și produse din carne stabilesc și mențin procedurile pentru comerțul transfrontalier, coordonând părțile interne și externe.",1324.3.2.22,"http://data.europa.eu/ux2/nace2.1/4617,
http://data.europa.eu/ux2/nace2.1/4632"
Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422,ofițer de politici în domeniul locuințelor,"ofițer de politici
manager de politici
consilier de politici publice
consilieră de politici publice
manager de strategie
ofițer de politici de sănătate
cercetător în politici
analist în domeniul politicii locative
consilier pentru politici locative
analist de politici
cercetător în domeniul politicii locative
ofițer de dezvoltare în domeniul politicii locative
consilier de strategie
coordonator de politici
ofițer superior pentru politici locative
ofițer de politici, planificare și locuințe
ofițer de politici și strategii locative
ofițer de politici pentru locuințe la prețuri accesibile",,released,2023-10-31T17:37:46.596Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Ofițerii de politici în domeniul locuințelor cercetează, analizează și elaborează politici în domeniul locuințelor care să garanteze locuințe adecvate și accesibile din punct de vedere financiar pentru toți. Pun în aplicare aceste politici pentru a îmbunătăți situația locativă a populației prin măsuri precum construirea de locuințe la prețuri accesibile, sprijinirea oamenilor pentru a cumpăra proprietăți imobiliare și îmbunătățirea condițiilor din locuințele existente. Ofițerii de politici în domeniul locuințelor lucrează în strânsă colaborare cu partenerii, cu organizațiile externe sau cu alte părți interesate și le oferă informații actualizate periodic.",2422.12.8,http://data.europa.eu/ux2/nace2.1/8412
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434,maestru bucătar șef/maestră bucătăreasă șefă,"responsabil de bucătărie
maestru bucătar șef
maestră bucătăreasă șefă",,released,2024-01-26T12:38:03.594Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Maeștrii bucătari șefi administrează bucătăria pentru a supraveghea prepararea, gătirea și servirea alimentelor.",3434.1.1,http://data.europa.eu/ux2/nace2.1/5611
Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,8131,operator fire filamentare nețesute/operatoare fire filamentare nețesute,"operatoare textile nețesute
operator textile nețesute
operatoare fire filamentare nețesute
operator fire filamentare nețesute",,released,2023-12-19T10:24:29.092Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorii de fire filamentare nețesute desfășoară operațiuni chimice de prelucrare fire nețesute.,8131.15,http://data.europa.eu/ux2/nace2.1/1395
Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1345,rector unitate de învățământ superior,"rector
președinte universitate",,released,2024-01-26T12:43:59.132Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Rectorii de unitate de învățământ superior gestionează activitățile zilnice ale unei unități de învățământ superior. Rectorii de unitate de învățământ superior iau decizii cu privire la admiteri și răspund de respectarea normelor privind programa de învățământ, care facilitează dezvoltarea academică a studenților. Gestionează personalul, bugetul școlii, programele de campus și supraveghează comunicarea dintre departamente. De asemenea, se asigură că instituția îndeplinește cerințele naționale în materie de învățământ prevăzute de lege.",1345.1.5,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123,maistru izolații,,,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Maiștrii de izolații monitorizează operațiunile de izolare. Atribuie sarcini și iau decizii rapide pentru rezolvarea problemelor.,3123.1.13,http://data.europa.eu/ux2/nace2.1/4323
Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,2149,inginer demolări/ingineră demolări,"inginer demolări
manager demolări
ingineră demolări
proiectant demolări",,released,2024-01-29T16:00:05.821Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Inginerii în demolări cercetează și planifică modul optim de demontare a echipamentelor și utilajelor industriale și de demolare a clădirilor care au ajuns la sfârșitul ciclului de viață. Analizează lucrările necesare și programează diferitele operațiuni. Dau instrucțiuni șefilor de echipă și le supraveghează activitatea.,2149.8,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/3821"
Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,3315,inspector de daune,,,released,2024-01-24T15:45:53.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inspectorii de daune se asigură că toate cererile de despăgubire sunt tratate corespunzător și că se efectuează plăți pentru cererile valide către deținătorii de polițe de asigurare. Utilizează date statistice și raportarea pentru a calcula și a ajusta creanțele în funcție de necesități, comunică cu deținătorii de polițe de asigurare și îi îndrumă și monitorizează evoluția unei cereri.",3315.3,http://data.europa.eu/ux2/nace2.1/6621
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223,manager dezvoltare produse îmbrăcăminte,"manager proiect
director dezvoltare produse
director dezvoltare produse, îmbrăcăminte
executiv în dezvoltarea marketingului
asistent manager de marcă
executiv marcă
manager pentru dezvoltarea marketingului
manager în marketingul de marcă
manager de marketing (dezvoltarea mărcii)
manager dezvoltare marcă
manager calificat de marcă
manager novice de marcă
manager senior de marcă
manager strategii de piaţă în întreprinderi",,released,2024-01-16T15:06:01.417Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Managerii de dezvoltare produse îmbrăcăminte definesc conceptele de produs care sunt compatibile cu consumatorii țintă și cu strategia generală de marketing. Primesc constatări și specificații tehnice pentru a coordona informarea și punerea în aplicare a tuturor conceptelor sezoniere și strategice relevante, inclusiv distribuția în funcție de canal, produs, introducerea de culori și sortimente comerciale. Asigură realizarea și executarea în cadrul bugetului. Gestionează și execută linia de producție și ciclul de viață al categoriei, de la determinarea conceptului prin vânzări și distribuție, contribuția la cercetarea de piață, tendințele din industrie până la influența conceptelor și produselor din categorie.",1223.2.1.1,http://data.europa.eu/ux2/nace2.1/14
Occupation,http://data.europa.eu/esco/occupation/01d74409-5303-4b5c-8925-0cc21c4da8ee,2641,redactor medical,redactoare medicală,,released,2023-10-24T15:54:20.773Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Redactorii medicali produc și prelucrează documente științifice legate de probleme medicale. Lucrează alături de oameni de știință, medici și alți profesioniști din domeniul sănătății.",2641.4.5,http://data.europa.eu/ux2/nace2.1/721
Occupation,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,8131,operator la separarea nitroglicerinei/operatoare la separarea nitroglicerinei,"operator la fabricarea nitroglicerinei
operatoare la fabricarea nitroglicerinei
operatoare la separarea nitroglicerinei
operator la separarea nitroglicerinei",,released,2023-12-19T10:21:40.36Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii la separarea nitroglicerinei întrețin separatoarele cu gravitate utilizate la prelucrarea explozivilor, controlând temperatura și fluxul de lichid pentru a separa nitroglicerina de acizii uzați.",8131.14,http://data.europa.eu/ux2/nace2.1/2059
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,2149,inginer biomedical,"expert inginerie biomedicală
consilier în inginerie biomedicală
specialist în inginerie biomedicală
expert în inginerie biomedicală
consilier tehnologie inginerie biomedicală
consultant tehnologie inginerie biomedicală
specialist BME
consultant inginerie biomedicală
specialist inginerie biomedicală
Inginer în biomedicină
specialist tehnologie inginerie biomedicală
consilier inginer biomedical
consilier inginerie biomedicală
expert inginer biomedical
expert tehnologie inginerie biomedicală",,released,2024-01-23T11:02:42.406Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Inginerii biomedicali combină cunoașterea principiilor de inginerie și descoperirile în domeniul biologiei pentru dezvoltarea de tratamente medicale, de medicamente, precum și pentru asistență medicală generală. Pot dezvolta soluții care variază de la îmbunătățirea ingredientelor din medicamente convenționale până la dezvoltarea implanturilor și tratarea țesuturilor.",2149.5.1,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/7112"
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412,tutore legal,,,released,2024-01-16T15:56:09.562Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tutorii legali asistă și sprijină în mod legal copiii minori, persoanele cu dizabilități mintale sau persoanele în vârstă aflate în incapacitate în viața lor personală. Pot administra bunurile acestor persoane, pot ajuta la administrarea financiară zilnică și pot contribui la nevoile medicale sau sociale.",3412.2,http://data.europa.eu/ux2/nace2.1/691
Occupation,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,7318,țesător/țesătoare,"țesător
țesătoare
maistru de țesut
țesător de producție
țesător de țesut cu ace
mașinist de țesut
operator de războaie cu ace
țesător de textile
inspector de țesut
țesător de pânze
operator de țesut
operator de mașină de țesut",,released,2024-01-03T13:36:26.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Țesătorii operează procesul de țesere la mașinile de țesut tradiționale, acționate manual (de la mătase la covoare, de la papuci la materiale Jacquard). Monitorizează calitatea utilajelor și a materialului textil, cum ar fi țesăturile pentru îmbrăcăminte, textilele pentru casă sau pentru utilizări finale tehnice. Realizează lucrări mecanice pe mașini care transformă firele în țesături, cum ar fi păturile, covoarele, prosoapele și materialul de îmbrăcăminte. Repară defecțiunile aparatelor de țesut, raportate de țesători, și completează fișele de verificare a aparatelor de țesut.
	",7318.6,http://data.europa.eu/ux2/nace2.1/132
Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,7122,"montator gresie-faianta ","mărmurar
faianțar
faianțator
faianțatoare",,released,2024-01-23T11:39:11.54Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Montatorii de gresie-faianta  montează plăci de ceramică pe pereți și pardoseli. Taie plăcile la mărimea și forma potrivită, pregătesc suprafața și fixează plăcile la nivel și în linie dreaptă. Faianțatorii pot prelua și proiecte creative și artistice, unii montând mozaicuri.",7122.4,http://data.europa.eu/ux2/nace2.1/4333
Occupation,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,1420,manager magazin încălțăminte și accesorii din piele,"pantofar
manager magazin încălțăminte
manager magazin accesorii din piele",,released,2024-01-26T11:45:55.696Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Managerii de magazin de încălțăminte și accesorii din piele răspund de activitățile și personalul din magazinele specializate.,1420.4.38,http://data.europa.eu/ux2/nace2.1/4772
