conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,3411,grefier judiciar,,,released,2024-01-16T14:31:48.91Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Grefierii judiciari oferă asistență judecătorilor în cadrul instituției unei instanțe. Aceștia gestionează activitățile de cercetare legate de acțiuni în justiție și asistă judecătorii în diverse sarcini precum cercetarea judecătorească în vederea pregătirii dosarelor sau redactarea de puncte de vedere. De asemenea, contactează părțile implicate în dosar și prezintă situația judecătorilor și altor membri ai personalului judiciar.",3411.5,http://data.europa.eu/ux2/nace2.1/8423
Occupation,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef,2163,designer produse textile,"specialist tehnologii de design
design modele vizuale
specialist în design textil
designer modele de pânză
artist textil grafic
tehnician design
designer print
expert în design de textile
designer CAD textile
desinger textile
designer textilist
designer tricotaje
designer textile
artist textile
designer de ţesături",,released,2024-01-25T15:08:22.677Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Designerii în produse textile conceptualizează produse textile având în vedere comunicarea vizuală și performanța funcțională.,2163.1.8,"http://data.europa.eu/ux2/nace2.1/7411,
http://data.europa.eu/ux2/nace2.1/13,
http://data.europa.eu/ux2/nace2.1/9012"
Occupation,http://data.europa.eu/esco/occupation/0f845e64-de8b-431e-9fe3-1bccf8e1c5b9,2262,specialist asigurarea calității in domeniul farmaceutic,"verificator pentru calitatea farmaceutică
manager de calitate a produselor farmaceutice
specialist pentru conformitate calității farmaceutice
tehnician în controlul calității farmaceutice
farmacist control calitate
specialist în calitate farmaceutică
farmacist calitate
manager calitate farmaceutică
specialist în controlul calității farmaceutice",,released,2023-08-16T16:21:02.5Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specialiștii în asigurarea calității in domeniul farmaceutic efectuează inspecții și măsurători de precizie pentru a testa și a asigura calitatea produselor farmaceutice. Se ocupă de întreaga fază de dezvoltare a unui produs farmaceutic până la punerea sa pe piață. Răspund, printre altele, de procesul de dobândire a licențelor pentru trialuri clinice, de consilierea personalului responsabil cu dezvoltarea produselor farmaceutice în ceea ce privește cerințele de reglementare și de evaluarea conținutului prospectului și al altor documente referitoare la produs. În plus, farmaciștii responsabili de calitate culeg și evaluează informații despre reacțiile adverse ale produsului și le comunică atât la nivel intern, cât și autorităților competente.",2262.1.1,http://data.europa.eu/ux2/nace2.1/21
Occupation,http://data.europa.eu/esco/occupation/0f898624-9b89-41ba-adcf-9360ade85a62,7126,operator calificat conservarea apei,"specialist reciclare
tehnician în protecția mediului
specialistă reciclare
tehnician ecolog și protecția calității mediului
tehnician conservarea resurselor de apă
specialistă reciclarea apei
specialist reciclarea apei",,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii calificați în conservarea apei instalează sisteme pentru a recupera, a filtra, a stoca și a distribui apă din diferite surse, cum ar fi apa de ploaie și apa cenușie menajeră.",7126.13,http://data.europa.eu/ux2/nace2.1/4221
Occupation,http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193,7223,operator presă de brichetare/operatoare presă de brichetare,"operator presă de brichetare
operator linie de producție brichete
operatoare linie de producție brichete
operatoare presă de brichetare",,released,2024-01-16T16:15:19.354Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii de prese de brichetare manipulează echipamente pentru uscarea, amestecarea și compresia șpanurilor de metal în brichete în vederea utilizării lor într-o topitorie.",7223.2,http://data.europa.eu/ux2/nace2.1/2891
Occupation,http://data.europa.eu/esco/occupation/0fc6c577-7d5d-4bcd-8ce8-4a4114d6a809,8141,asamblor curele trapezoidale/asambloare curele trapezoidale,"confecționer de produse industriale din cauciuc
asambloare curele trapezoidale
asamblor curele trapezoidale",,released,2023-08-10T18:49:16.696Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Asamblorii de curele trapezoidale utilizează mașina care presează curele în formă de V. Aceștia întind cureaua în jurul matriței și pornesc mașina.,8141.1.6,http://data.europa.eu/ux2/nace2.1/2212
Occupation,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d,8160,operator mașina de bomboane,"operator la prepararea produselor zaharoase
operator în producția de bomboane
operatoare la instalația pentru fabricarea produselor zaharoase
operator mașină de bomboane
lucrător în producția de bomboane
operatoare la prepararea produselor zaharoase
operator mașină de dulciuri
operator la instalația pentru fabricarea produselor zaharoase",,released,2024-01-24T09:17:13.791Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii de mașini de bomboane au grijă de mașini care cântăresc, măsoară și amestecă ingredientele de bomboane. Ele formează bomboane moi prin răspândirea bomboanelor pe plăci de răcire și încălzire și tăindu-le manual sau mecanic. Ei aruncă bomboane în matrițe sau cu mașini care extrudă bomboane.
	",8160.11,http://data.europa.eu/ux2/nace2.1/1082
Occupation,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,3434,bucătar șef/ bucătăreasă șefă,"bucătar șef
maestră în gastronomie
maestru bucătar
expert bucătar
maestru în arta culinară
maestru în gastronomie
maestră în arta culinară
bucătăreasă șefă",chef,released,2024-01-26T12:38:06.522Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Bucătarii șefi sunt profesioniștii în domeniul culinar cu un simț al creativității și al inovației, pentru a oferi o experiență gastronomică unică.",3434.1,http://data.europa.eu/ux2/nace2.1/5611
Occupation,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,2131,farmacolog/farmacologă,"farmacolog
farmacologă
expert farmacolog",,released,2024-01-23T10:56:03.09Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Farmacologii studiază interacțiunea dintre medicamente și organisme, sisteme vii și părți ale acestora (și anume celule, țesuturi sau organe). Cercetarea lor vizează identificarea substanțelor care pot fi ingerate de oameni și care exercită funcții biochimice adecvate pentru vindecarea bolilor.",2131.7,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/8699,
http://data.europa.eu/ux2/nace2.1/211,
http://data.europa.eu/ux2/nace2.1/212"
Occupation,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,analist reziliența sistemelor informatice,"specialist ICT Disaster Recovery
specialist în vulnerabilitatea sistemelor informatice
analist de recuperare în caz de dezastru IT
specialistă ICT Disaster Recovery
ofițer de recuperare în caz de dezastru
analist pentru continuitatea afacerii
specialistă în vulnerabilitatea sistemelor informatice
strateg pentru continuitatea afacerii
analist reziliență în domeniul TIC
analist reziliență IT
analist reziliență  în domeniul TIC",,released,2024-01-26T16:03:10.494Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Analiștii în reziliența sistemelor informatice din domeniul TIC elaborează, întrețin și pun în aplicare strategii și soluții de continuitate a TIC și de recuperare în caz de dezastru. Sprijină echipele tehnice, evaluează riscurile, concep și dezvoltă proceduri, documentație și strategii de recuperare în caz de dezastru, pentru ca funcțiile întreprinderilor să continue și să se redreseze cu o pierdere minimă de date. De asemenea, coordonează testele de rezervă ale sistemului și validările.",2519.4,http://data.europa.eu/ux2/nace2.1/631
Occupation,http://data.europa.eu/esco/occupation/103aaf7a-48da-4e25-99fc-5cf1ee1388b1,7313,filigranist/filigranistă,"creator de bijuterii
creatoare de bijuterii
lucrătoare în filigran
filigranist
lucrător în filigran
filigranistă
artizan bijutier",,released,2024-01-26T14:06:52.059Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Filigraniștii creează un tip delicat de bijuterii, de obicei din aur și argint, care se numesc în general filigrane. Lipesc mărgele foarte mici, fire răsucite sau o combinație a celor două de suprafața unui obiect din același metal, fiind aranjate pe motive artistice.",7313.1.1,http://data.europa.eu/ux2/nace2.1/3212
Occupation,http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1,2352,profesor pentru elevi cu aptitudini și performanțe excepționale/profesoară pentru elevi cu aptitudini și performanțe excepționale,"coordonator elevi talentaţi şi supradotaţi
profesor pentru elevi cu potențial ridicat de învățare
profesoară pentru tineri capabili de performanțe înalte
profesoară pentru elevi cu aptitudini și performanțe excepționale
profesor pentru elevi cu aptitudini și performanțe excepționale
profesor coordonator pentru elevi cu aptitudini si performante exceptionale
profesor pentru tineri capabili de performanțe înalte
profesor pentru elevi talentați
profesor pentru elevi cu aptitudini si performante exceptionale
profesor pentru elevii cu potenţial ridicat de învăţare
profesor principal(conducator departament) pentru elevi cu aptitudini și performanțe excepționale",,released,2023-12-21T09:40:47.175Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Profesorii pentru elevi cu aptitudini și performanțe excepționale lucrează cu elevi care au competențe solide în unul sau mai multe domenii. Monitorizează progresele elevilor, sugerează activități suplimentare pentru a le extinde și stimula competențele, le prezintă noi teme și subiecte de studiu, le atribuie teme pentru acasă și acordă note pentru lucrări și teste și, în cele din urmă, le oferă sprijin emoțional atunci când este necesar. Profesorii care lucrează cu elevi cu aptitudini și performanțe excepționale știu cum să le stârnească interesul și să îi facă să se simtă confortabil cu capacitățile lor intelectuale.
	",2352.2,http://data.europa.eu/ux2/nace2.1/8559
Occupation,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,proiectant de sisteme înglobate,"dezvoltator de sisteme încorporate
programator de sistem încorporat
dezvoltator de software încorporat
designer de sistem încorporat
proiectanți de sisteme încorporate
designer pentru sisteme intregate
programator al sistemelor integrate
dezvoltator de sisteme înglobate
proiectant in sisteme integrate
dezvoltator software pentru sisteme integrate",,released,2025-04-11T11:44:33.846Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Proiectanții de sisteme înglobate transpun și proiectează cerințele de proiectare și planul la nivel înalt sau arhitectura unui sistem înglobat de control în conformitate cu specificațiile software-ului tehnic.,2511.5,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/622,
http://data.europa.eu/ux2/nace2.1/261,
http://data.europa.eu/ux2/nace2.1/265,
http://data.europa.eu/ux2/nace2.1/262,
http://data.europa.eu/ux2/nace2.1/263,
http://data.europa.eu/ux2/nace2.1/264,
http://data.europa.eu/ux2/nace2.1/5829"
Occupation,http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b,2519,specialist testare software,"tester software
tester de module
tester de unitate
tester de aplicații software
tester de aplicații
tester",,released,2024-01-26T16:03:05.864Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specialiștii în testare de software efectuează teste de software. De asemenea, pot să le planifice și să le proiecteze. Pot, de asemenea, să depaneze și să repare software-ul, deși acest lucru corespunde în principal proiectanților și dezvoltatorilor. Se asigură că aplicațiile funcționează în mod corespunzător înainte de a le furniza clienților interni și externi.",2519.7,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/712"
Occupation,http://data.europa.eu/esco/occupation/107865e2-ba60-4e4f-b57d-4dd5064f517f,8151,operator răsucitor fire,"operator mașină de răsucit
operatoare mașină de răsucit",,released,2024-01-26T11:22:34.324Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorii de răsucitoare de fire manipulează mașini care răsucesc două sau mai multe fibre într-un fir. Aceștia manipulează materiile prime, le pregătesc pentru prelucrare și utilizează răsucitoare în acest scop. Aceștia efectuează, de asemenea, întreținerea curentă a mașinii.",8151.2.2,"http://data.europa.eu/ux2/nace2.1/2894,
http://data.europa.eu/ux2/nace2.1/206"
Occupation,http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada,1322,șef unitate minieră,șef unitate minieră de carieră,,released,2025-04-11T12:00:25.779Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Șefii de unitate minieră de carieră planifică, supraveghează și coordonează operațiunile din unitatea minieră de carieră. Coordonează extracția, prelucrarea și transportul și asigură buna desfășurare a acestor procese, în conformitate cu standardele de sănătate și siguranță. Șefii de unitate minieră de carieră asigură buna funcționare a carierei și pun în aplicare strategiile și orientările întreprinderii.",1322.1,http://data.europa.eu/ux2/nace2.1/B
Occupation,http://data.europa.eu/esco/occupation/10841c22-0154-48ab-aaca-ce61b9a8e448,3113,tehnician în domeniul fabricării bateriilor,"tehniciană în domeniul fabricării bateriilor
tehnician producator module baterie
tehnician în fabricarea bateriilor de înaltă tensiune auto
tehnician calibrator baterie
tehnician constructor modul baterie",,released,2025-04-11T11:22:28.368Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii în domeniul fabricării bateriilor testează și ambalează baterii, cum ar fi celule, ansambluri și sisteme, asigurându-se că acestea îndeplinesc standardele de calitate și specificațiile de performanță necesare. Lucrează cu o echipă de ingineri și oameni de știință pentru a pregăti bateriile pentru diverse aplicații, cum ar fi vehiculele electrice, produsele electronice de larg consum și stocarea energiei din rețea.",3113.4,http://data.europa.eu/ux2/nace2.1/272
Occupation,http://data.europa.eu/esco/occupation/1084e2d6-b153-4090-8065-c9231f71d4f0,3254,tehnician optometrist,"optometrist
optometristă
opticiană
optician",,released,2024-01-24T15:40:31.528Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii optometriști asamblează, repară și proiectează diverse părți ale aparatelor optice, cum ar fi lentile, rame, modele și ochelari. Taie, inspectează, montează și scot toate părțile prin utilizarea mai multor aparate și instrumente manuale. Tehnicienii optometriști modelează, șlefuiesc și plachează lentile pentru ochelari pe bază de rețetă. Montează lentilele finisate în ramele de ochelari. Tehnicienii optometriști se asigură că lentilele sunt în conformitate cu rețetele eliberate de optician, de medicul specializat în oftalmologie sau de optometrist. Pot, de asemenea, să lucreze cu alte instrumente optice asociate și să asigure întreținerea acestora.",3254.1.1,"http://data.europa.eu/ux2/nace2.1/8699,
http://data.europa.eu/ux2/nace2.1/3313"
Occupation,http://data.europa.eu/esco/occupation/1092dd4c-b96b-4b3f-87fe-4a9e8d1937fb,2310,preparator învățământul superior,"asistent universitar
asistent universitar absolvent
asistent universitar în învățământ superior",,released,2024-01-25T10:47:22.19Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Preparatorii în învățământul superior sunt studenți absolvenți sau absolvenți recent angajați cu contract temporar la o universitate sau la un colegiu și care au responsabilități didactice. Asistă profesorul universitar, lectorul sau conferențiarul la cursul specific de care răspund în pregătirea de cursuri și examene, în notarea de lucrări și examene, precum și în conducerea de sesiuni de examinare și feedback pentru studenți.",2310.1.42,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,1219,manager calitate,director asigurarea calității,,released,2024-01-22T11:51:35.616Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Managerii de calitate gestionează calitatea serviciilor în societăți comerciale. Asigură calitatea operațiunilor interne ale întreprinderii, cum ar fi cerințele clienților și standardele de calitate a serviciilor. Managerii de calitate monitorizează activitatea întreprinderii și pun în aplicare schimbări, acolo unde este necesar.",1219.7,http://data.europa.eu/ux2/nace2.1/701
Occupation,http://data.europa.eu/esco/occupation/11103139-4555-4696-b331-1ee581ff9a38,5223,vânzător specializat articole de sport,"vânzător echipamente sportive
vânzător specializat magazin echipamente sportive
vânzător articole de sport
vânzător specializat magazin articole de sport
vânzător specializat echipamente sportive",,released,2024-01-16T16:08:51.842Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Vânzătorii specializați în articole de sport vând produse sportive, unelte de pescuit, articole de camping, ambarcațiuni și biciclete în magazine specializate.",5223.7.33,http://data.europa.eu/ux2/nace2.1/4763
Occupation,http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc,2352,cadru didactic de sprijin,"cadru didactic de sprijin pentru elevii cu CES
practicianpredare sprijin pentru învăţare
cadru didactic de sprijin pentru elevii cu cerințe educative speciale
profesor competențe de bază
cadru didactic de sprijin pentru copiii cu CES
cadru didactic de sprijin pentru copiii cu cerințe educative speciale
profesor compensator
cadru didactic de sprijin pentru copiii cu cerințe educaționale speciale
specialist interventie timpurie (pentru întârzieri de dezvoltare)
cadru didactic de sprijin pentru elevii cu cerințe educaționale speciale
profesor de dezvoltare",,released,2023-12-21T09:40:34.216Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Cadrele didactice de sprijin asistă elevii care se confruntă cu dificultăți de învățare în general. Cadrele didactice de sprijin se axează pe competențe de bază, cum ar fi competențe numerice și competențe de scris-citit, predau, astfel, materii fundamentale, cum ar fi scris, citit, matematică și limbi străine, și lucrează într-o instituție de învățământ, cum ar fi școală primară sau gimnazială. Sprijină elevii în activitatea lor școlară, planifică strategii de învățare, identifică nevoile lor de învățare și progresele realizate și acționează în consecință. Pot avea diferite funcții educaționale, pot sprijini alte cadre didactice sau avea propria clasă.",2352.1.3,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,2433,consultant energie regenerabilă,"consultant în piaţa energiei regenerabile
consultant tehnic energie regenerabilă
consultant sondaje privind energia regenerabilă
inginer consultant energii din surse regenerabile
consultant tehnic în energie regenerabilă
consultant tehnic în piaţa energiei regenerabile
consultant cercetare energie regenerabilă",,released,2024-01-26T12:39:32.747Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Consultanții în energie regenerabilă consiliază clienții cu privire la avantajele și dezavantajele diferitelor surse de energie regenerabile. Desfășoară sondaje și interviuri pentru a analiza cererea și opiniile privind energia din surse regenerabile și depun eforturi pentru a consilia clienții cu privire la sursa cea mai avantajoasă din punct de vedere al energiei din surse regenerabile pentru scopurile lor.,2433.3,"http://data.europa.eu/ux2/nace2.1/7499,
http://data.europa.eu/ux2/nace2.1/354"
Occupation,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,3422,instructor sportiv/instructoare sportivă,"instructor sportiv
instructoare sportivă",,released,2025-01-28T16:24:20.964Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inițiază oamenii într-un sport și le dezvoltă competențele necesare pentru a desfășura activități sportive. Sunt adepții unuia sau mai multor sporturi, care sunt adesea sporturi de aventură, și știu să motiveze alte persoane și să le împărtășească bucuria de a desfășura o activitate.",3422.4,http://data.europa.eu/ux2/nace2.1/8551
Occupation,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6,2310,cadru didactic în învățământul superior în sociologie,"lector în sociologie
asistent universitar  în domeniul științelor sociale
lector de științe sociale
lector specialist în sociologie
conferențiar universitar  în domeniul științelor sociale
lector universitar  în domeniul sociologiei
profesor universitar  în domeniul științelor sociale
preparator învățământul universitar  în domeniul sociologiei
cadru didactic în învățământul superior în domeniul sociologiei
asistent universitar  în domeniul sociologiei
profesor de sociologie
instructor in sociologie
profesor de sociologie în învățământul superior
profesor in științe sociale
doctor în științe sociale
instructor de științe sociale
profesor universitar de sociologie
conferențiar universitar  în domeniul sociologiei
preparator învățământul universitar  în domeniul științelor sociale
lector în științe sociale
lector in sociologie
profesor universitar  în domeniul sociologiei
instructor în sociologie
lector universitar  în domeniul științelor sociale",,released,2024-01-25T10:47:09.932Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Cadrele didactice în învățământul superior în sociologie sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, științe sociale, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din științele sociale, își publică constatările și colaborează cu alți colegi din universitate.",2310.1.38,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344,2166,proiectant jocuri de noroc/proiectantă jocuri de noroc,"proiectant de jocuri de noroc
designer de jocuri de pariuri, jocuri de noroc și loterie
designer de jocuri de loterie, pariuri și jocuri de noroc
designer de jocuri
designer de jocuri de pariuri, jocuri și loterie
proiectantă de jocuri de noroc
creator de jocuri de noroc
designer de jocuri de noroc
creator de jocuri
creator de jocuri de pariuri
designer de jocuri de loterie
designer de jocuri de pariuri, loterie și jocuri
creator de jocuri de loterie
designer de jocuri de loterie, jocuri și pariuri
designer de jocuri de noroc, loterie și pariuri
creatoare de jocuri de pariuri
creatoare de jocuri
creatoare de jocuri de noroc
designer de jocuri de loterie, jocuri de noroc și pariuri
designer de jocuri, pariuri și loterie
designer de jocuri, loterie și pariuri
designer de jocuri de loterie, pariuri și jocuri
designer de jocuri de pariuri, loterie și jocuri de noroc
creatoare de jocuri de loterie",,released,2024-02-07T14:37:13.826Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Proiectanții de jocuri de noroc proiectează jocuri de noroc, jocuri de tip pariuri și jocuri de loterie inovatoare. Stabilesc designul, regulile de joc sau structura unui joc. De asemenea, proiectanții de jocuri de noroc pot face demonstrații de joc.
	",2166.8,"http://data.europa.eu/ux2/nace2.1/621,
http://data.europa.eu/ux2/nace2.1/920,
http://data.europa.eu/ux2/nace2.1/5821"
Occupation,http://data.europa.eu/esco/occupation/11833a96-fc27-4b03-a53d-892ac891a2bb,3115,tehnician de producție/tehniciană de producție,"tehniciană de producție
tehnician de producție",,released,2024-01-16T14:09:43.068Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tehnicienii de producție planifică producția, verifică în continuare procesele de producție și dezvoltă și testează soluții pentru rezolvarea problemelor tehnice. Lucrează în strânsă colaborare cu ingineri și specialiști în tehnologie, inspectează produse, efectuează teste și colectează date.",3115.1.16,http://data.europa.eu/ux2/nace2.1/C
Occupation,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9,5113,agent educatie in protecția mediului,"profesor educație ecologică
specialist educație ecologică
ghid turism ecologic
formator educație ecologică
ghid ecoturism",,released,2024-01-23T12:24:28.958Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Agenții de educație in protecția mediuluisunt responsabili de promovarea conservării și dezvoltării mediului. Vizitează școli și companii pentru prezentări, elaborează resurse educaționale și site-uri, conduc drumeții în natură, oferă cursuri de formare relevante și contribuie la activități de voluntariat și la proiecte de conservare. Multe grădini angajează un specialist în educație ecologică pentru a oferi îndrumare în timpul vizitelor școlare.",5113.1.1,"http://data.europa.eu/ux2/nace2.1/9499,
http://data.europa.eu/ux2/nace2.1/8559"
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,2269,kinetoterapeut,"fiziokinetoterapeut
specialist în kinetoterapie
kinetoterapeut pentru biomecanică
cercetător în fiziokinetoterapie
kinetoterapeut fiziomotor
cercetător în kinetoterapie",,released,2024-01-17T10:54:37.161Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Kinetoterapeuții studiază și cercetează mișcarea corpului, mușchii și părțile corpului. Analizează și utilizează date și metode științifice pentru a îmbunătăți mișcarea corpului, în general la oameni, prin înțelegerea unor domenii precum fiziologia, cinetica, neurologia și biologia. Recunosc efectele pe care unii factori, cum ar fi condiția fizică, le au asupra mișcării și dezvoltă soluții pentru a îmbunătăți mecanica și mobilitatea în ansamblu.",2269.2,http://data.europa.eu/ux2/nace2.1/8696
Occupation,http://data.europa.eu/esco/occupation/11b6390b-1e48-4903-a5df-d3e04b451a19,2113,chimist în industria produselor cosmetice/chimistă în industria produselor cosmetice,"cercetător în chimie
chimistă în industria produselor cosmetice
cercetător în chimie cosmetică
inginer chimist produse cosmetice
chimist dezvoltare produse cosmetice
chimist dezvoltare produse
ingineră chimistă produse cosmetice
chimist formule pentru îngrijirea pielii
chimist în industria produselor cosmetice",,released,2024-01-26T14:51:42.113Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Chimiștii în industria produselor cosmetice dezvoltă formule pentru a crea și a testa noi produse cosmetice și pentru a îmbunătăți produsele cosmetice existente, cum ar fi parfumuri, rujuri de buze, loțiuni și machiaj rezistent la apă, vopsele de păr, săpunuri și detergenți cu proprietăți speciale, medicamente de uz topic sau suplimente alimentare.",2113.1.4,http://data.europa.eu/ux2/nace2.1/2042
