conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,genetician/geneticiană,released,botanist şef | citolog | genetician | embriologă | biolog în ingineria moleculară | analist inginerie genetică | cercetător în ingineria genetică | citologă | geneticiană | inginer în genetică | embriolog | analist cercetător în inginerie genetică,"Geneticienii studiază și își bazează activitatea de cercetare pe genetică. Analizează modul în care genele interacționează, funcționează și moștenesc trăsături și caracteristici. Pe baza cercetării lor, se ocupă de pacienți cu boli și afecțiuni ereditare, cu malformații congenitale și cu probleme de natură genetică în general.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/biologă
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,cadru didactic în învățământul superior în arte,released,lector în universitar în studii de artă | lector în superior în studii de artă | lector în în studii de artă | lector universitar  în domeniul artei | asistent universitar  în domeniul artei | profesor în domeniul artei | lector în arte | lector de studii artistice/lector in arte | instructor de artă | profesor in invatamantul superior in domeniul artei | profesor universitar  în domeniul artei | lector în studii artistice | conferențiar universitar  în domeniul artei | educator specialist în studii de artă | lector în universitar de artă | preparator învățământul universitar în domeniul artei | profesor de artă,"Cadrele didactice în învățământul superior în arte sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, artă, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din artă, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior,released,lector cercetator | Profesor | asistent universitar | lector senior in invatamantul superior | profesor universitar | lector universitar | preparator învățământul universitar | expert centre de perfecționare | lector principal | lector | conferențiar universitar | cadru didactic | instructor in invatamantul superior,"Cadrele didactice în învățământul superior predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, cu caracter predominant academic. Pot avea titluri, cum ar fi lector universitar sau conferențiar. Lucrează cu asistenții lor de cercetare și cu preparatori pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce practici de laborator și sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor respectiv, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/isco/C2310,Profesori universitari și asimilați
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,cercetător în bioinformatică,released,cercetător în biologie | cercetător de date | cercetător in mediu | analist calculator | expert tehnologia informaţiei | cercetător | cercetător în calculatoare | data scientist | cercetător senior în bioinformatică | bioinformatician | cercetător  în tehnologia informaţiei | cercetător novice în bioinformatică | expert in analiza informatiilor | cercetător în biotehnologie | inginer de date | analist bioinformatică,"Cercetătorii în bioinformatică analizează procese biologice utilizând programe informatice. Mențin sau construiesc baze de date care conțin informații biologice. Cercetătorii în bioinformatică culeg și analizează date biologice și pot, de asemenea, să asiste oameni de știință în diverse domenii, precum biotehnologie și produse farmaceutice. Efectuează cercetare științifică și analize statistice și raportează cu privire la constatările lor. De asemenea, cercetătorii în bioinformatică pot colecta eșantioane de ADN, descoperi modele de date și desfășura cercetare genetică.",http://data.europa.eu/esco/isco/C2131,"Biologi, botaniști, zoologi și asimilați"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,biolog în acvacultură,released,cercetător în acvacultură | analist acvacultură | cercetător științific în domeniul acvaculturii | consultant acvacultură | analist cercetător în acvacultură | expert acvacultură | specialist în acvacultură,"Biologii în acvacultură aplică cunoștințele dobândite în urma cercetărilor privind viața animalelor acvatice și a plantelor și interacțiunile dintre ele și cu mediul pentru a îmbunătăți producția din acvacultură, a preveni problemele de sănătate animală și de mediu și a oferi soluții, dacă este necesar.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/biologă
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,cercetător în comunicare,released,cercetator in comunicatii | cercetător în domeniul comunicării | savant în comunicare | analist cercetare studii de comunicare | analist studii de comunicare | cercetător în studii de comunicare | analist în domeniul comunicării | analist de cercetare în comunicare | cercetator în arta comunicării | cercetător în știința comunicării | savant în studii de comunicare,"Cercetătorii specializați în comunicare cercetează diferitele aspecte ale planificării, colectării, creării, organizării, conservării, utilizării, evaluării și schimbului de informații prin comunicare verbală sau non-verbală. Studiază interacțiunile dintre grupuri, persoane și persoane cu tehnologii (roboți).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropolog
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,cercetător în teologie,released,teoloagă | savant în teologie | teoloagă/ teolog | savant în studii religioase | teolog | cercetător în studii religioase | cercetător în studii teologice | savant în studii de teologie,"Cercetătorii în teologie studiază noțiuni legate de religii, credințe și spiritualitate. Aplică raționalitatea în ceea ce privește moralitatea și etica prin studierea Scripturii, a religiei, a disciplinei și a dreptului divin.",http://data.europa.eu/esco/isco/C2636,Specialiști în religie
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochimist/biochimistă,released,biochimist | cercetător în biochimie | analist biochimie | biotehnolog chimist | cercetător științific în domeniul biochimiei | analist cercetător în biochimie | expert biochimist | biochimistă | chimist biolog | analist cercetator in biochimie,"Biochimiștii studiază și efectuează cercetări cu privire la reacțiile cauzate de substanțele chimice în organisme vii. Aceasta include efectuarea de cercetări pentru dezvoltarea sau îmbunătățirea produselor bazate pe substanțe chimice (de exemplu, medicamente), cu scopul de a îmbunătăți sănătatea organismelor vii și de a le înțelege mai bine reacțiile.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biolog/biologă
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,consultant de cercetare în domeniul TIC/consultantă de cercetare în domeniul TIC,released,consultantă de cercetare în domeniul TIC | specialist în cercetarea domeniului IT | consultantă de cercetare IT | consulant în cercetarea domeniului TIC | consultant de cercetare IT | specialist în cercetarea domeniului TIC | consilier în cercetarea domeniului TIC | consilier în cercetarea IT | consultant în cercetarea IT | consultant de cercetare în domeniul TIC,"Consultanții de cercetare în domeniul TIC efectuează cercetări specifice în domeniul TIC și furnizează clientului un raport final. Utilizează, de asemenea, instrumente TIC pentru a concepe chestionare pentru sondaje, a analiza rezultatele, a întocmi rapoarte, a prezenta rezultatele și a formula recomandări pe baza rezultatelor cercetării.",http://data.europa.eu/esco/isco/C2511,Analiști de sistem
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,medic medicină generală,released,,"Medicii de medicină generală promovează sănătatea, previn, identifică boli, diagnostichează și tratează boli și favorizează vindecarea în urma unor boli fizice și psihice și a unor tulburări de sănătate de orice fel pentru toate persoanele, indiferent de vârstă, sex sau tipul problemei de sănătate.",http://data.europa.eu/esco/isco/C2211,Medici de medicină de familie/medicină generală
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,matematician/matematiciană,released,matematician | doctor în matematică | cercetător în logica | logician | expert matematician | matematicieni | cercetător în matematică | matematiciană,"Matematicienii studiază și aprofundează teorii matematice existente pentru a extinde cunoștințele și a găsi noi paradigme în domeniu. Pot pune în aplicare aceste cunoștințe în provocări prezentate în proiecte de inginerie și științifice, pentru a se asigura că măsurătorile, cantitățile și legile matematice se dovedesc viabile.",http://data.europa.eu/esco/isco/C2120,"Matematicieni, actuari și statisticieni"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,manager cercetare-dezvoltare,released,,"Managerii în cercetare-dezvoltare coordonează eforturile oamenilor de știință, ale cercetătorilor academici, ale dezvoltatorilor de produse și ale cercetătorilor de pe piață în vederea creării de noi produse, a îmbunătățirii activităților de cercetare actuale sau a altor activități de cercetare, inclusiv a cercetării științifice. Gestionează și planifică activitățile de cercetare și dezvoltare ale unei organizații, precizează obiectivele și cerințele bugetare și gestionează personalul.",http://data.europa.eu/esco/isco/C1223,Conducători în domeniul cercetării și dezvoltării
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,inginer fotonică,released,inginer sisteme optice | inginer în sisteme fotonice | inginer tehnologie fotonică | inginer testare sisteme fotonice | expert inginerie fotonică | expert tehnologie in inginerie fotonică | inginer specialist în optică fotonică | inginer sisteme laser | specialist inginerie fotonică | consilier inginerie fotonică | inginer lasere | inginer în tehnologie fotonică | specialist tehnologie in inginerie fotonică | inginer electro-optic | inginer sisteme fotonice | consilier tehnologie in inginerie fotonică | consultant inginerie fotonică | consultant tehnologie in inginerie fotonică,"Inginerii în fotonică se ocupă cu generarea, transmisia, transformarea și detectarea luminii. Efectuează cercetare, proiectează, asamblează, testează și instalează componente sau sisteme fotonice în mai multe domenii de aplicare, de la comunicații optice la instrumente medicale, prelucrarea materialelor sau tehnologie de detectare.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,inginer optică
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,inginer electromecanic,released,inginer mecanic | inginer în electromagnetică | expert în inginerie electromecanică | expert inginer electromecanic | dezvoltator prototipuri electromecanice | ingineră sisteme electromecanice | inginer echipamente în electromecanică | inginer proiectant în electromecanică | tehnician în inginerie | consultant tehnologie în inginerie electromecanică | inginer sisteme electromecanice | specialist în sisteme electromecanice | consilier inginerie electromecanică | ingineră tehnologie electromecanică | proiectant în electromecanică | inginer tehnologie în inginerie electromecanică | expert inginer tehnologie electromecanică | inginer tehnologie electromecanică | inginer mecanisme electrice | consilier tehnologie în inginerie electromecanică | specialist tehnologie în inginerie electromecanică | inginer control sisteme electromecanice | specialist în electromecanică | expert tehnologie în inginerie electromecanică | proiectant inginer electromecanic | ingineră de cercetare în electromecanică | inginer în electromecanică | inginer în echipemante electromecanice | inginer asamblare în electromecanică | consilier inginer electromecanic | inginer in electromecanică | consilier inginer tehnologie electromecanică | inginer dezvoltare în electromecanică | inginer de cercetare în electromecanică | inginer dezvoltare electromecanică | consultant în inginerie electromecanică,"Inginerii electromecanici concep și dezvoltă echipamente și utilaje care utilizează atât tehnologie electrică, cât și tehnologie mecanică. Fac schițe și pregătesc documente în care sunt detaliate proprietățile materialelor, procesul de asamblare și alte specificații tehnice. De asemenea, inginerii electromecanici testează și evaluează prototipurile. Supraveghează procesul de fabricație.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,inginer electrician
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,farmacist,released,farmacolog | farmacist-șef | chimist distribuitor | medic în farmacie | farmacist cu amănuntul | medic specialist în farmacologie | medic farmacist,"Farmaciștii prepară, eliberează și furnizează rețete pentru medicamente care se eliberează fără prescripție medicală. Oferă informații clinice despre medicamente, raportează reacțiile adverse suspectate și oferă pacienților sprijin personalizat. Farmaciștii formulează și testează medicamente în laboratoare, le depozitează, păstrează și le distribuie.",http://data.europa.eu/esco/isco/C2262,Farmaciști
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,cadru didactic în învățământul superior în psihologie,released,preparator învățământul universitar  în domeniul psihologiei | profesor de psihologie | instructor în psihologie | profesor universitar de psihologie | lector de psihologie | conferentiar in psihologie | profesor de psihologie în învățământul superior | profesor universitar  în domeniul psihologiei | asistent universitar  în domeniul psihologiei | instructor de psihologie | conferențiar universitar  în domeniul psihologiei | lector în psihologie | doctor în psihologie | lector universitar  în domeniul psihologiei,"Cadrele didactice în învățământul superior în psihologie sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, psihologie, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din psihologie, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,inginer microsisteme/ingineră microsisteme,released,"ingineră microsisteme | inginer tehnologie microsisteme | inginer proiectare, dezvoltare, realizare și implementare microsisteme | inginer sisteme micro-electro-mecanice | expert tehnologie in microsisteme | ingineră sisteme micro-electro-mecanice | specialist microsisteme | consultant tehnologie in microsisteme | consilier microsistene | inginer specialist în tehnologia microsistemelor | inginer microsisteme | specialist în sisteme microelectromecanice | consultant in microsisteme | consilier tehnologie in microsisteme | inginer senior sisteme micro-electro-mecanice | inginer avansat in sisteme micro-electro-mecanice | specialist tehnologie in microsisteme | expert microsisteme | ingineră  proiectare, dezvoltare, realizare și implementare microsisteme","Inginerii de microsisteme cercetează, proiectează, dezvoltă și supraveghează producția de sisteme microelectromecanice (MEMS), care pot fi integrate în produse mecanice, optice, acustice și electronice.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inginer electronist
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,fizician/fiziciană,released,fizician | analist cercetător în fizică | cercetător în fizică medicală | biofiziciană | biofizician | fiziciană | cercetătoare în fizică | fiziciană specialistă în fizica nucleară | fizician specialist în fizica nucleară | fizician legist | fizicieni/cercetători în fizică | fizician balist | petrofizician | analist în fizică | cercetător în fizică,"Fizicienii sunt oameni de știință care studiază fenomenele fizice. Își orientează cercetarea în funcție de specializare, care poate varia de la fizica particulelor atomice la studiul fenomenelor din univers. Își pun în practică constatările pentru a îmbunătăți societatea, contribuind la dezvoltarea aprovizionării cu energie, la tratamentul bolilor, la dezvoltarea jocurilor, a echipamentului de ultimă generație și a obiectelor de uz cotidian.",http://data.europa.eu/esco/isco/C2111,Fizicieni și astronomi
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontolog/paleontologă,released,analist cercetător paleontologie | paleontolog | ihnolog | micropaleontolog | cercetător în paleontologie | analist paleontologie | cercetător științific în domeniul paleontologiei | expert în micropaleontologie | expert în paleontologie | paleontologă,"Paleontologii cercetează și analizează formele de viață care au existat în erele geologice ale planetei Pământ. Depun eforturi pentru a defini calea de evoluție și interacțiunea cu diferite zone geologice a tuturor tipurilor de organisme și plante din trecut, polen și spori, animale nevertebrate și vertebrate, oameni, urme precum amprente la sol, și a ecologiei și climei.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geolog/geologă
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralog/mineraloagă,released,mineralog | mineraloagă | mineralog în procesarea mineralelor | expert mineralog | mineralog de mediu | consultant mineralogie | consultant procesare minerale,"Mineralogii studiază compoziția, structura și alte aspecte fizice ale pământului. Analizează diverse minerale și utilizează echipamente științifice pentru a le determina structura și proprietățile. Activitatea lor se axează în principal pe clasificarea și identificarea mineralelor, prelevând probe și efectuând teste, analize și examinări suplimentare.",http://data.europa.eu/esco/isco/C2114,Geologi și geofizicieni
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ecolog/ecologă,released,cercetător în ecologie | ecolog conservare natură | cercetător conservarea naturii | ecolog consultant pentru acvacultură | ecolog în acvacultură | ecolog vieţuitoare sălbatice | ecologişti | ecologă | ecolog,"Ecologii efectuează evaluări ale sănătății și distribuției organismelor, și anume oamenii, plantele și animalele, precum și relația dintre organisme și mediu. Ecologii au, de obicei, un domeniu de specializare, de exemplu, apă dulce, mare , pământ, faună și floră, în legătură cu care desfășoară activități de cercetare și îndeplinesc sarcini conexe. ",http://data.europa.eu/esco/isco/C2133,Specialiști în domeniul protecției mediului
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,cadru didactic în învățământul superior în științe spațiale,released,instructor de științe spațiale | profesor de științe spațiale | conferentiar in stiințe spațiale | lector în științe spațiale | profesor universitar  în domeniul științelor spațiale | profesor universitar de științe spațiale | preparator învățământul universitar  în domeniul științelor  spațiale | asistent universitar  în domeniul științelor spațiale | profesor de științe planetare | lector universitar  în domeniul științelor spațiale | conferențiar universitar  în domeniul științelor spațiale | profesor de astronomie | profesor de științe spațiale în învățământ superior | profesor de astrofizică,"Cadrele didactice în învățământul superior în științe spațiale sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, științe spațiale, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din științele spațiale, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,inginer  în microelectronică,released,consultant microelectronică | inginer tehnologie in microelectronică | specialist microelectronică | inginer de cercetare în microelectronică | expert tehnologie in microelectronică | consilier microelectronică | consilier tehnologie in microelectronică | specialist tehnologie in microelectronică | consultant tehnologie in microelectronică | inginer microelectronică | expert microelectronică | inginer proiectant in microelectronică | ingineră de cercetare în microelectronică | inginer microprocesoare | inginer specialist în tehnologia microelectronică,"Inginerii în calculatoare proiectează, dezvoltă și supraveghează producția de mici dispozitive și componente electronice, cum ar fi microprocesoare și circuite integrate.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inginer electronist
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,cadru didactic în învățământul superior în  asistență socială,released,instructor de asistență socială | profesor universitar de asistență socială | profesor de politici sociale | lector în universitar de asistență socială | lector în asistență socială | lector în asistență socială și politici sociale | profesor de asistență socială și politici sociale | lector universitar  în domeniul asistenței sociale | asistent universitar  în domeniul asistenței sociale | lector în în asistență socială și politică socială | profesor universitar  în domeniul asistenței sociale | lector în asistenta sociala | educator asistență socială | lector în în asistență socială | profesor de asistenta sociala in invatamant superior | conferențiar universitar  în domeniul asistenței sociale | preparator învățământul universitar  în domeniul asistenței sociale | lector în universitar în asistență socială | profesor de asistență socială | lector in domeniul asistentei sociale,"Cadrele didactice în învățământul superior în asistență socială sunt profesioniști care exercită un rol dublu: pe de o parte, practică disciplina universitară care furnizează servicii sociale, cum ar fi consiliere, terapie sau susținere și promovare, persoanelor sau grupurilor de persoane și, pe de altă parte, fac parte din mediul academic care furnizează formare profesională, implicându-se, de asemenea, în cercetare și dezvoltarea cunoștințelor, contribuind cu soluții la probleme sociale complexe și cu abordări inovatoare de ameliorare a acestor probleme. Predau cunoștințe, aptitudini și valori legate de asistența socială pentru a pregăti studenții să se implice în practici de asistență socială relevante din punct de vedere cultural, cu populații și comunități diverse.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,inginer calculatoare,released,ingineră hardware și de rețea | expert tehnologie în ingineria componentelor hardware pentru calculatoare | consultant tehnologie în ingineria componentelor hardware pentru calculatoare | specialist tehnologie în ingineria componentelor hardware pentru calculatoare | consilier inginer de sistem în informatică | inginer hardware și de rețea | inginer componente hardware pentru IT | inginer specialist în tehnologie hardware | inginer în calculatoare şi rețele | consultant în ingineria componentelor hardware pentru calculatoare | expert în ingineria componentelor hardware pentru calculatoare | consilier tehnologie în ingineria componentelor hardware pentru calculatoare | consilier în ingineria componentelor hardware pentru IT | inginer hardware IT | inginer componente hardware | consilier în ingineria componentelor hardware pentru calculatoare | ingineră hardware | ingineră de sistem în informatică | expert inginer de sistem în informatică | inginer componente hardware pentru calculatoare | inginer tehnologie în ingineria componentelor hardware pentru calculatoare | inginer componente hardware pentru PC | inginer hardware | specialist în ingineria componentelor hardware pentru calculatoare | inginer în calculatoare | inginer de sistem în informatică,"Inginerii de sistem în informatică proiectează și dezvoltă sisteme hardware și componente informatice, cum ar fi plăci de circuite, modemuri și imprimante. Elaborează planuri și îmbină schițe, dezvoltă și testează prototipurile și supraveghează procesul de producție.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,inginer electronist
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,cadru didactic în învățământul superior în antropologie,released,profesor de antropologie | profesor universitar de antropologie | lector specialist în antropologie | conferențiar universitar  în domeniul antropologiei | lector universitar  în domeniul antropologiei | asistent universitar  în domeniul antropologiei | profesor universitar  în domeniul antropologiei | lector în antropologie | lector in domeniul antropologiei | instructor în antropologie | profesor de antropologie în învățământul superior | instructor de antropologie | preparator învățământul universitar în domeniul antropologiei,"Cadrele didactice în învățământul superior în antropologie sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, antropologie, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din antropologie, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,cercetător în tanatologie,released,tanatolog | savant tanatologie | asistent de cercetare în tanatologie | cercetător tanatologic | membru în tanatologie | cercetător în psihologia morții,"Cercetătorii în tanatologie studiază decesul și moartea într-o varietate de domenii științifice, cum ar fi psihologie, sociologie, fiziologie și antropologie. Contribuie la dezvoltarea cunoștințelor cu privire la aspecte legate de deces, cum ar fi fenomenele psihologice prin care trec persoanele aflate pe moarte și persoanele apropiate lor.",http://data.europa.eu/esco/isco/C2632,"Sociologi, antropologi și asimilați"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,cadru didactic în învățământul superior în știința alimentelor,released,asistent universitar  în domeniul științei alimentelor | profesor în știința alimentelor | lector în științe alimentare | conferențiar universitar  în domeniul științei alimentelor | instructor știința alimentelor | preparator învățământul universitar  în domeniul științei alimentelor | profesor universitar  în domeniul științei alimentelor | profesor în știința alimentelor în învățământul superior | profesor de știința alimentelor | profesor universitar în știința alimentelor | lector in domeniul stiintei alimentelor | lector în știința alimentelor și nutriție | profesor știința alimentelor și nutriție | lector universitar  în domeniul științei alimentelor,"Cadrele didactice în învățământul superior în știința alimentelor sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, știința alimentelor, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din știința alimentelor, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,economist/economistă,released,economist | asistent de cercetare economist în economia generală | economistă | tehnician economist | cercetător economist în economia generală | inginer economist,"Economiștii desfășoară activități de cercetare și dezvoltă teorii în domeniul economic, atât pentru analize microeconomice, cât și pentru analize macroeconomice. Studiază tendințele, analizează datele statistice și, într-o anumită măsură, lucrează cu modele economice matematice pentru a consilia întreprinderile, guvernele și instituțiile conexe. Oferă consiliere cu privire la fezabilitatea produsului, previziunile privind tendințele, piețele emergente, politicile fiscale și tendințele de consum.",http://data.europa.eu/esco/isco/C2631,Economiști
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,cadru didactic în învățământul superior în literatură,released,profesor de literatură | lector universitar  în domeniul literaturii | lector în literatură | preparator învățământul universitar  în domeniul  literaturii | profesor de literatură în învățământul superior | asistent universitar  în domeniul literaturii | profesor universitar  în domeniul literaturii | conferențiar universitar  în domeniul literaturii | lector in domeniul  literaturii | profesor universitar de literatură | instructor de literatură,"Cadrele didactice în învățământul superior în literatură sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, literatură, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din literatură, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,medic specialist,released,,"Medicii specialiști previn, diagnostichează și tratează boli în funcție de specialitatea lor medicală sau chirurgicală.",http://data.europa.eu/esco/isco/C2212,Medici specialiști
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,cadru didactic în învățământul superior în istorie,released,profesor de istorie | profesor de istorie modernă | profesor de istorie antică | instructor de istorie | profesor de istorie în învățământul superior | lector universitar  în domeniul istoriei | lector în istorie | lector în istorie medievală | asistent universitar  în domeniul istoriei | lector în istorie antică | lector in domeniul istoriei | profesor universitar de istorie | profesor universitar  în domeniul istoriei | doctor în istorie | lector în istorie modernă | conferențiar universitar  în domeniul istoriei | profesor de istorie medievală | preparator învățământul universitar  în domeniul istoriei,"Cadrele didactice în învățământul superior în istorie sunt profesori universitari, conferențiari sau lectori care predau studenților cu diplomă de absolvire a învățământului liceal în propriul domeniu specializat de studiu, istorie, cu caracter predominant academic. Lucrează cu asistenții lor de cercetare în învățământul superior și cu preparatori în învățământul superior pentru a pregăti cursuri și examene, a nota lucrări și examene și a conduce sesiuni de examinare și feedback pentru studenți. De asemenea, efectuează cercetare academică în domeniul lor din istorie, își publică constatările și colaborează cu alți colegi din universitate.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,cadru didactic în învățământul superior
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,cercetător muzeograf,released,administrator de muzeu | om de știință conservaționist | conservaționist știintific | administrator muzeu | cercetător de muzeu,"Cercetătorii muzeografi desfășoară și/sau gestionează activitățile muzeale, de pregătire și de birou în muzeele generale, în grădinile botanice, în galeriile de artă, în colecțiile de artă, în acvarii sau în alte zone similare. Gestionează colecții de materiale naturale, istorice și antropologice care sunt educative, științifice sau estetice.
	",http://data.europa.eu/esco/isco/C2621,Arhivari și curatori
