conceptType,conceptUri,code,preferredLabel,status,altLabels,inScheme,description
ISCOGroup,http://data.europa.eu/esco/isco/C3359,3359,Specialiști guvernamentali cu funcții de reglementare și asimilați neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C34,34,"Alți specialiști în domeniul juridic, social și cultural",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C341,341,Alți specialiști în domeniul juridic și social,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3411,3411,"Specialiști în domeniul juridic, asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3412,3412,"Specialiști în asistență socială, asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3413,3413,"Specialiști în domeniul religiei, asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C342,342,Lucrători în domeniul sportului și al pregătirii fizice,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3421,3421,Atleți și sportivi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3422,3422,"Antrenori, instructori și funcționari din domeniul sportului",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3423,3423,Instructori și coordonatori de programe de pregătire fizică și activități recreative,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C343,343,"Alți specialiști în domeniul artistic, cultural și culinar",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3431,3431,Fotografi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3432,3432,Designeri de interior și decoratori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3433,3433,"Tehnicieni în domeniul artei (expoziții, muzee și biblioteci)",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3434,3434,Bucătari șefi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3435,3435,Alți specialiști asimilați din domeniul artistic și cultural,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C35,35,Tehnicieni în informatică și comunicații,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C351,351,Tehnicieni pentru operațiuni în domeniul tehnologiei informației și comunicațiilor și pentru asigurarea suportului tehnic pentru utilizatori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3511,3511,Tehnicieni pentru operațiuni în domeniul tehnologiei informației și comunicațiilor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3512,3512,Tehnicieni pentru asigurarea suportului tehnic pentru utilizatori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3513,3513,Tehnicieni rețele de calculatoare și sisteme,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3514,3514,Tehnicieni web,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C352,352,Tehnicieni în domeniul telecomunicațiilor și al radiodifuziunii și televiziunii,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3521,3521,Tehnicieni în radiodifuziune și televiziune,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C3522,3522,"Tehnicieni în transporturi, poștă și telecomunicații",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4,4,Funcționari administrativi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C41,41,Funcționari cu atribuții generale și operatori la mașini de scris și de calcul,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C411,411,Funcționari cu atribuții generale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4110,4110,Funcționari cu atribuții generale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C412,412,Secretari (general),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4120,4120,Secretari (general),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C413,413,Operatori la mașini de scris și de calcul,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4131,4131,Dactilografe și operator la prelucrarea textelor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4132,4132,Operatori introducere date,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C42,42,Funcționari în serviciul cu publicul,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C421,421,"Casieri, operatori la ghișeu și asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4211,4211,Casieri de bancă și asimilați,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4212,4212,"Agenți de pariuri, crupieri și alți lucrători asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4213,4213,Agenți la case de amanet și birouri de împrumut nebancare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4214,4214,Agenți de colectare a creanțelor și asimilați,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C422,422,Agenți în centre de informare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4221,4221,Consultanți și funcționari la agențiile de voiaj,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4222,4222,Funcționari în centrele de informare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4223,4223,Operatori centrale telefonice,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4224,4224,Recepționeri în domeniul hotelier,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4225,4225,Funcționari la birouri de informații,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4226,4226,Recepționeri (exclusiv în domeniul hotelier),released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4227,4227,Operatori de interviu pentru sondaje și cercetare de piață,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4229,4229,Agenți în centre de informare neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C43,43,Funcționari în serviciile de evidență contabilă și financiară,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C431,431,Funcționari în gestiune economică și administrativă,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4311,4311,Funcționari în servicii de evidență contabilă,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4312,4312,"Funcționari în domeniul statistic, financiar și asigurări",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4313,4313,Funcționari în domeniul salarizării,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C432,432,Funcționari în gestiunea materialelor și în transport,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4321,4321,Funcționari evidența stocurilor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4322,4322,Funcționari de planificare și urmărire a producției,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4323,4323,Funcționari în transporturi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C44,44,Alți lucrători în servicii suport în domeniul administrativ,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C441,441,Alți lucrători în servicii suport în domeniul administrativ,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4411,4411,Funcționari bibliotecă,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4412,4412,Curieri și sortatori corespondență,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4413,4413,"Codificatori, corectori și asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4414,4414,Copiști și funcționari asimilați,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4415,4415,Funcționari pentru activități de secretariat,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4416,4416,Funcționari în domeniul resurselor umane,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C4419,4419,Lucrători în servicii suport neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5,5,Lucrători în domeniul serviciilor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C51,51,Lucrători în domeniul serviciilor personale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C511,511,"Însoțitori de zbor, conductori și ghizi",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5111,5111,Însoțitori de zbor și stewardese,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5112,5112,Conductori în transporturi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5113,5113,Ghizi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C512,512,Bucătari,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5120,5120,Bucătari,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C513,513,Chelneri și barmani,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5131,5131,Chelneri,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5132,5132,Barmani,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C514,514,"Coafori, cosmeticieni și asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5141,5141,Coafori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5142,5142,Cosmeticieni și asimilați,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C515,515,Supraveghetori clădiri și gospodărie,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5151,5151,"Personal de supraveghere inclusiv pentru activități de curățenie și întreținere în birouri, hoteluri și alte instituții",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5152,5152,Administratori în gospodării individuale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5153,5153,Administratori de clădiri,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C516,516,Alți lucrători în domeniul serviciilor personale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5161,5161,"Astrologi, prezicători și asimilați",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5162,5162,Însoțitori și valeți,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5163,5163,Agenți de pompe funebre și îmbălsămători,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5164,5164,Îngrijitor animale și animale de companie,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5165,5165,Instructori conducere auto,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5169,5169,Lucrători în domeniul serviciilor personale neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C52,52,Lucrători în domeniul vânzărilor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C521,521,Vânzători stradali și în piețe,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5211,5211,Vânzători la standuri și în piețe,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5212,5212,Vânzători stradali de produse alimentare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C522,522,Vânzători în magazine,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5221,5221,Vânzători în magazine,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5222,5222,Supraveghetori în magazine,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5223,5223,Asistenți vânzare în magazin,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C523,523,Casieri și vânzători de bilete,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5230,5230,Casieri și vânzători de bilete,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C524,524,Alți lucrători în domeniul vânzărilor,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5241,5241,Manechine și asimilați,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5242,5242,Prezentatori produse,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5243,5243,Vânzători la domiciliu,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5244,5244,Vânzători în case de comenzi,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5245,5245,Lucrători în benzinării,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5246,5246,Lucrători în unități de alimentație publică,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5249,5249,Lucrători în domeniul vânzărilor neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C53,53,Personal de îngrijire,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C531,531,"Personal de îngrijire copii inclusiv în servicii suport pentru învățământul preșcolar, primar și gimnazial",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5311,5311,Personal de îngrijire copii,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5312,5312,"Personal în domeniul serviciilor suport pentru învățământul preșcolar, primar și gimnazial",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C532,532,Personal de îngrijire în domeniul sănătății,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5321,5321,Îngrijitori în domeniul sănătății,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5322,5322,Îngrijitor la domiciliu,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5329,5329,Personal de îngrijire în domeniul sănătății neclasificat în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C54,54,Lucrători în servicii de protecție,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C541,541,Lucrători în servicii de protecție,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5411,5411,Pompieri,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5412,5412,Polițiști,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5413,5413,Agenți de penitenciare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5414,5414,Paznici,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C5419,5419,Lucrători în servicii de protecție neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6,6,"Lucrători calificați în agricultură, silvicultură și pescuit",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C61,61,Muncitori calificați în agricultură,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C611,611,Grădinari și cultivatori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6111,6111,Agricultori și lucrători calificați în culturi de câmp și legumicultură,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6112,6112,Arboricultori și pomicultori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6113,6113,"Agricultori și lucrători calificați în grădinărit, horticultură și pepiniere",released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6114,6114,Agricultori și lucrători calificați în culturi vegetale mixte,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C612,612,Crescători de animale,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6121,6121,Crescători de animale pentru producția de lapte și carne,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6122,6122,Crescători de păsări,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6123,6123,Apicultori și sericicultori,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
ISCOGroup,http://data.europa.eu/esco/isco/C6129,6129,Crescători de animale neclasificați în grupele de bază anterioare,released,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/isco",
