cod_cor,denumire_ocupatie,denumire_clean,matched_job,match_score,total_skill,essential,optional,knowledge,skill_com,automation_score_proxy,predicted_score,risk_level
815424,operator uscător textile,operator uscator textile,operator finisare textile,81.63265306122449,23,12,11,10,13,45.7,47.781846045101844,medium
815404,operator spălător textile,operator spalator textile,operator finisare textile,80.0,23,12,11,10,13,45.7,47.781846045101844,medium
214419,inginer mecanic mașini instalații miniere,inginer mecanic masini instalatii miniere,mecanic masini instalatii miniere,89.1891891891892,15,11,4,4,11,26.7,47.7284946090737,medium
214603,subinginer metalurgist,subinginer metalurgist,inginer metalurg,84.21052631578947,50,17,33,16,34,49.0,47.71893931162977,medium
214607,expert inginer metalurg,expert inginer metalurg,inginer metalurg,82.05128205128204,50,17,33,16,34,49.0,47.71893931162977,medium
421301,amanetar,amanetar,amanetar,100.0,24,16,8,3,21,22.9,47.692828177166376,medium
432310,instructor depou,instructor depou,instructor de box,84.84848484848484,23,12,11,5,18,34.8,47.63619620436291,medium
352131,cameraman,cameraman,cameraman,100.0,45,23,22,8,37,33.3,47.63284880573607,medium
832202,șofer autosanitară,sofer autosanitara,sofer autosanitara,100.0,25,15,10,7,18,34.0,47.63031727017407,medium
311205,tehnician hidrotehnic,tehnician hidrotehnic,tehnician hidrotehnist,93.02325581395348,45,21,24,16,29,44.4,47.50283989239298,medium
311924,tehnician frigotehnist,tehnician frigotehnist,tehnician hidrotehnist,86.36363636363636,45,21,24,16,29,44.4,47.50283989239298,medium
311109,tehnician hidrometru,tehnician hidrometru,tehnician hidrotehnist,80.95238095238095,45,21,24,16,29,44.4,47.50283989239298,medium
541401,agent de securitate,agent de securitate,agent securitate,91.42857142857143,51,20,31,12,39,42.2,47.36576234445514,medium
311209,tehnician instalații în construcții,tehnician instalatii in constructii,tehnician instalatii in constructii,100.0,40,18,22,10,30,40.0,47.27567706617641,medium
341114,grefier arhivar,grefier arhivar,grefier arhivar,100.0,27,12,15,8,19,42.6,47.2713560178507,medium
325719,inspector sanitar,inspector sanitar,inspector sanitar,100.0,31,14,17,8,23,40.3,47.26622146570782,medium
112008,inspector sanitar șef,inspector sanitar sef,inspector sanitar,89.47368421052632,31,14,17,8,23,40.3,47.26622146570782,medium
721114,turnător modelier,turnator modelier,turnator modelier,100.0,27,9,18,7,20,46.3,47.263062641413526,medium
242406,manager de formare,manager de formare,manager de comunicare,82.05128205128204,21,13,8,7,14,35.7,47.25157416389085,medium
235103,consilier învățământ,consilier invatamant,consilier invatamant superior,81.63265306122449,31,14,17,12,19,46.8,47.23307568118169,medium
215205,inginer producție,inginer productie,designer productie,85.71428571428571,38,16,22,4,34,34.2,47.22620900804983,medium
241211,analist investiții,analist investitii,analist investitii,100.0,43,21,22,28,15,58.1,47.20983745776581,medium
731102,armurier,armurier,armurier,100.0,39,19,20,3,36,29.5,47.1944880965173,medium
264207,editorialist,editorialist,editorialist,100.0,45,20,25,16,29,45.6,47.14953360298734,medium
211421,inginer geolog,inginer geolog,inginer geolog,100.0,45,20,25,16,29,45.6,47.14953360298734,medium
213304,inginer ecolog,inginer ecolog,inginer geolog,92.85714285714286,45,20,25,16,29,45.6,47.14953360298734,medium
134916,șef oficiu juridic,sef oficiu juridic,sef oficiu juridic,100.0,39,19,20,13,26,42.3,47.144585248703436,medium
333914,asistent atragere fonduri,asistent atragere fonduri,asistent strangere de fonduri,88.88888888888889,21,7,14,1,20,35.7,47.102366750189546,medium
226903,medic legist,medic legist,medic legist,100.0,26,9,17,7,19,46.2,47.07625322716742,medium
111139,președinte Senat,presedinte senat,presedinte instanta,80.0,26,9,17,7,19,46.2,47.07625322716742,medium
754301,controlor calitate,controlor calitate,controlor calitate produse,81.81818181818183,26,16,10,3,23,25.0,47.05843115599527,medium
241107,auditor financiar,auditor financiar,auditor financiar,100.0,60,22,38,24,36,51.7,46.97788018241059,medium
242402,formator de formatori,formator de formatori,formator/formatoare,80.0,28,11,17,6,22,41.1,46.977847105052376,medium
513103,somelier,somelier,somelier,100.0,17,16,1,2,15,8.8,46.9606309357153,medium
111233,consul,consul,consul,100.0,39,15,24,15,24,50.0,46.947873324325094,medium
311102,tehnician chimist,tehnician chimist,tehnician chimist,100.0,63,27,36,18,45,42.9,46.92360163298742,medium
341105,tehnician criminalist,tehnician criminalist,tehnician chimist,84.21052631578947,63,27,36,18,45,42.9,46.92360163298742,medium
241219,administrator judiciar,administrator judiciar,administrator judiciar,100.0,29,13,16,10,19,44.8,46.92138200944632,medium
214412,inginer autovehicule rutiere,inginer autovehicule rutiere,designer autovehicule rutiere,91.22807017543859,48,20,28,23,25,53.1,46.911839246284146,medium
342310,instructor de dans,instructor de dans,instructor de inot,83.33333333333334,21,12,9,4,17,31.0,46.89738888585392,medium
811408,mașinist pentru prefabricate din beton și beton armat,masinist pentru prefabricate din beton si beton armat,operator prefabricate din beton si beton armat,84.84848484848484,33,13,20,0,33,30.3,46.888914603099714,medium
513201,barman,barman,barman,100.0,38,21,17,2,36,25.0,46.88757813658625,medium
751106,lucrător la prelucrarea peștelui,lucrator la prelucrarea pestelui,operator in prelucrarea pestelui,84.375,43,21,22,5,38,31.4,46.76173604794316,medium
343104,operator prelucrare peliculă,operator prelucrare pelicula,operator in prelucrarea pestelui,80.0,43,21,22,5,38,31.4,46.76173604794316,medium
243202,mediator,mediator,mediator,100.0,42,12,30,11,31,48.8,46.67199494319126,medium
831206,paznic barieră,paznic bariera,paznic bariera,100.0,28,24,4,4,24,14.3,46.65943480692237,medium
242236,ofițer de politici recreaționale,ofiter de politici recreationale,ofiter de politici recreationale,100.0,22,10,12,6,16,40.9,46.62090378830235,medium
311108,tehnician geolog,tehnician geolog,tehnician geolog,100.0,58,23,35,13,45,41.4,46.604654340041854,medium
314203,tehnician pedolog,tehnician pedolog,tehnician geolog,90.9090909090909,58,23,35,13,45,41.4,46.604654340041854,medium
311112,tehnician hidrogeolog,tehnician hidrogeolog,tehnician geolog,86.48648648648648,58,23,35,13,45,41.4,46.604654340041854,medium
214925,"cercetător în tehnologia chimică a produselor textile, pieii, blănurilor și înlocuitorilor","cercetator in tehnologia chimica a produselor textile, pieii, blanurilor si inlocuitorilor","cercetator in tehnologia produselor textile, pieii, blanurilor si incaltamintei",85.20710059171599,30,20,10,13,17,38.3,46.59265900872444,medium
722308,reglor-montator,reglor-montator,reglor-montator,100.0,31,12,19,7,24,41.9,46.55183096674349,medium
216508,subinginer cadastru,subinginer cadastru,inginer cadastru,91.42857142857143,26,12,14,8,18,42.3,46.43662423349536,medium
961301,lucrător pentru salubrizare căi publice,lucrator pentru salubrizare cai publice,lucrator pentru salubrizare cai publice,100.0,61,29,32,14,47,37.7,46.43346140471245,medium
961303,lucrător pentru salubrizare,lucrator pentru salubrizare,lucrator pentru salubrizare cai publice,81.81818181818183,61,29,32,14,47,37.7,46.43346140471245,medium
961302,lucrător pentru salubrizare spații verzi,lucrator pentru salubrizare spatii verzi,lucrator pentru salubrizare cai publice,81.0126582278481,61,29,32,14,47,37.7,46.43346140471245,medium
833103,conducător tramvai (vatman),conducator tramvai (vatman),conducator tramvai (vatman),100.0,39,34,5,6,33,14.1,46.22641983771897,medium
242111,administrator societate comercială,administrator societate comerciala,administrator securitate sociala,84.84848484848484,27,13,14,6,21,37.0,46.20601762680831,medium
241206,inspector asigurări,inspector asigurari,inspector asigurari sociale,82.6086956521739,25,13,12,5,20,34.0,46.17460026149697,medium
731301,argintar,argintar,marinar,80.0,32,24,8,3,29,17.2,46.1527204985851,medium
516901,"agent dezinfecție, deratizare, dezinsecție","agent dezinfectie, deratizare, dezinsectie","lucrator dezinfectie, deratizare, dezinsectie",89.65517241379311,31,19,12,15,16,43.5,45.99210334511477,medium
134906,"șef centru dezinfecție, deratizare și dezinsecție","sef centru dezinfectie, deratizare si dezinsectie","lucrator dezinfectie, deratizare, dezinsectie",82.97872340425532,31,19,12,15,16,43.5,45.99210334511477,medium
833204,conducător autospecială,conducator autospeciala,conducator autospeciala pompieri,83.63636363636363,32,23,9,6,26,23.4,45.92032131008624,medium
613003,agricultor în culturi vegetale și crescător de animale,agricultor in culturi vegetale si crescator de animale,fermier culturi vegetale si crescator de animale,86.27450980392157,33,18,15,12,21,40.9,45.89220310181788,medium
265208,maestru studii canto,maestru studii canto,maestru studii dans,87.17948717948718,41,25,16,4,37,24.4,45.87028092045769,medium
265303,maestru studii de balet,maestru studii de balet,maestru studii dans,80.95238095238095,41,25,16,4,37,24.4,45.87028092045769,medium
243207,brand manager,brand manager,brand manager,100.0,43,31,12,7,36,22.1,45.86514231605483,medium
265439,regizor scenă,regizor scena,regizor de scena,89.65517241379311,25,14,11,1,24,24.0,45.770380602933315,medium
121121,controlor financiar,controlor financiar,controlor financiar,100.0,37,17,20,7,30,36.5,45.754182524491576,medium
121127,controlor revizor financiar,controlor revizor financiar,controlor financiar,82.6086956521739,37,17,20,7,30,36.5,45.754182524491576,medium
241310,asistent bancar,asistent bancar,asistent actuar,86.66666666666667,24,10,14,9,15,47.9,45.75380785806679,medium
242113,consultant de securitate,consultant de securitate,consultant securitate,93.33333333333333,39,21,18,14,25,41.0,45.717899135629445,medium
261103,consilier juridic,consilier juridic,consilier juridic,100.0,37,11,26,16,21,56.8,45.70239424314923,medium
221103,consilier medic,consilier medic,consilier juridic,81.25,37,11,26,16,21,56.8,45.70239424314923,medium
242313,analist ocupațional,analist ocupational,analist ocupational,100.0,36,16,20,9,26,40.3,45.6622437761865,medium
111223,șef departament,sef departament,sef departament,100.0,80,16,64,23,57,54.4,45.642688863743615,medium
214539,enolog,enolog,enolog,100.0,59,35,24,15,44,33.1,45.63599316742992,medium
213305,ecolog,ecolog,enolog,83.33333333333334,59,35,24,15,44,33.1,45.63599316742992,medium
265228,regizor muzical,regizor muzical,regizor muzical,100.0,36,21,15,6,30,29.2,45.60373339304943,medium
265254,realizator muzical,realizator muzical,regizor muzical,84.84848484848484,36,21,15,6,30,29.2,45.60373339304943,medium
815508,vopsitor îmbrăcăminte din blană,vopsitor imbracaminte din blana,operator vopsire imbracaminte din blana,82.85714285714286,29,14,15,11,18,44.8,45.55588027186752,medium
516403,instructor dresaj câini ghizi,instructor dresaj caini ghizi,instructor dresaj caini-ghizi,96.55172413793103,36,16,20,8,28,38.9,45.54658452893406,medium
315301,comandant detașament zbor,comandant detasament zbor,comandant detasament pompieri,85.18518518518519,36,16,20,8,28,38.9,45.54658452893406,medium
314102,tehnician în biochimie,tehnician in biochimie,tehnician biochimist,85.71428571428571,44,23,21,21,23,47.7,45.48183780123883,medium
112024,director tehnic,director tehnic,editor tehnic,85.71428571428571,46,24,22,16,30,41.3,45.46458618019039,medium
815205,operator sculuitor,operator sculuitor,operator stivuitor,83.33333333333334,41,32,9,1,40,12.2,45.460475842607636,medium
215103,dispecer rețea distribuție,dispecer retea distributie,dispecer retea distributie,100.0,27,17,10,2,25,22.2,45.44024742000066,medium
311501,maistru cazangerie,maistru cazangerie,maistru cazangerie,100.0,39,18,21,4,35,32.1,45.43043507074725,medium
333301,agent repartizare a forței de muncă,agent repartizare a fortei de munca,agent ocuparea fortei de munca,83.07692307692308,31,17,14,4,27,29.0,45.426216717181276,medium
512002,pizzar,pizzar,pizzar,100.0,20,14,6,1,19,17.5,45.40387266718585,medium
251305,manager de conținut web,manager de continut web,manager de continut web,100.0,54,32,22,21,32,39.8,45.38807153375192,medium
311206,tehnician topometrist,tehnician topometrist,tehnician optometrist,95.23809523809523,39,27,12,14,25,33.3,45.34977524046519,medium
261205,asistent judiciar,asistent judiciar,asistent juridic,84.84848484848484,29,15,14,9,20,39.7,45.32157500112355,medium
421112,administrator cont,administrator cont,administrator de cont,92.3076923076923,36,22,14,12,24,36.1,45.292201930484524,medium
241240,administrator de risc,administrator de risc,administrator de cont,85.71428571428571,36,22,14,12,24,36.1,45.292201930484524,medium
515303,administrator de condominii,administrator de condominii,administrator de cont,83.33333333333334,36,22,14,12,24,36.1,45.292201930484524,medium
242407,administrator de formare,administrator de formare,administrator de cont,80.0,36,22,14,12,24,36.1,45.292201930484524,medium
242237,inspector aeronautic,inspector aeronautic,inspector aeronautica,97.5609756097561,30,24,6,6,24,20.0,45.2112498204016,medium
243302,reprezentant vânzări în domeniul medical,reprezentant vanzari in domeniul medical,reprezentant vanzari in domeniul medical,100.0,36,20,16,15,21,43.1,45.19793479757436,medium
311536,inspector ISCIR,inspector iscir,inspector piscicol,84.84848484848484,40,27,13,15,25,35.0,45.15765078592192,medium
263512,inspector social,inspector social,inspector piscicol,82.35294117647058,40,27,13,15,25,35.0,45.15765078592192,medium
921602,muncitor piscicol,muncitor piscicol,inspector piscicol,80.0,40,27,13,15,25,35.0,45.15765078592192,medium
214409,inginer mecanică fină,inginer mecanica fina,inginer mecanic minier,83.72093023255815,27,19,8,10,17,33.3,45.04837745402888,medium
753114,confecționer produse textile,confectioner produse textile,designer produse textile,80.76923076923077,27,19,8,10,17,33.3,45.04837745402888,medium
243106,manager comerț electronic,manager comert electronic,manager comert electronic,100.0,43,25,18,20,21,44.2,44.985457443064185,low
261921,consilier de probațiune,consilier de probatiune,consilier de probatiune,100.0,29,11,18,7,22,43.1,44.948319310286244,low
333912,operator vânzări prin telefon,operator vanzari prin telefon,agent vanzari prin telefon,83.63636363636363,32,17,15,8,24,35.9,44.93984133020827,low
962905,aprod,aprod,aprod,100.0,28,10,18,5,23,41.1,44.920599847514694,low
214205,inginer construcții hidrotehnice,inginer constructii hidrotehnice,inginer constructii hidroenergetice,86.56716417910447,37,29,8,18,19,35.1,44.86479820938488,low
242905,ofițer de poliție penitenciară,ofiter de politie penitenciara,ofiter de politie judiciara,84.21052631578947,33,14,19,8,25,40.9,44.83666167947468,low
331302,contabil,contabil,contabil,100.0,57,26,31,17,40,42.1,44.81545533602832,low
121120,contabil-șef,contabil-sef,contabil,80.0,57,26,31,17,40,42.1,44.81545533602832,low
515110,lucrător hotelier,lucrator hotelier,lucrator forestier,80.0,36,26,10,6,30,22.2,44.74767039043271,low
516404,dresor câini,dresor caini,dresor caini,100.0,36,19,17,8,28,34.7,44.72118993261815,low
311402,tehnician electronică,tehnician electronica,tehnician electronist,90.47619047619048,90,30,60,35,55,52.8,44.67675761093722,low
352127,tehnician radioelectronist,tehnician radioelectronist,tehnician electronist,89.36170212765957,90,30,60,35,55,52.8,44.67675761093722,low
263108,tehnician economist,tehnician economist,tehnician electronist,85.0,90,30,60,35,55,52.8,44.67675761093722,low
311305,tehnician electromecanic,tehnician electromecanic,tehnician electronist,84.44444444444444,90,30,60,35,55,52.8,44.67675761093722,low
325729,tehnician ergonomist,tehnician ergonomist,tehnician electronist,82.92682926829268,90,30,60,35,55,52.8,44.67675761093722,low
311706,tehnician metalurgie,tehnician metalurgie,tehnician metalurg,94.73684210526315,33,18,15,14,19,43.9,44.63212534684614,low
311710,tehnician mineralurg,tehnician mineralurg,tehnician metalurg,89.47368421052632,33,18,15,14,19,43.9,44.63212534684614,low
251103,manager analiză de business în domeniul TIC,manager analiza de business in domeniul tic,manager analiza de business in domeniul tic,100.0,35,21,14,10,24,34.3,44.598088109718724,low
261910,consilier armonizare legislativă,consilier armonizare legislativa,consilier armonizare legislativa,100.0,20,10,10,7,13,42.5,44.541021005120285,low
261912,analist armonizare legislativă,analist armonizare legislativa,consilier armonizare legislativa,83.87096774193549,20,10,10,7,13,42.5,44.541021005120285,low
261911,expert armonizare legislativă,expert armonizare legislativa,consilier armonizare legislativa,81.9672131147541,20,10,10,7,13,42.5,44.541021005120285,low
711406,injectorist în construcții,injectorist in constructii,inspector in constructii,88.0,36,18,18,17,19,48.6,44.51938457915986,low
235105,inspector școlar,inspector scolar,inspector scolar,100.0,27,10,17,5,22,40.7,44.49893085034429,low
335903,inspector salarii,inspector salarii,inspector scolar,84.84848484848484,27,10,17,5,22,40.7,44.49893085034429,low
241264,inspector casier,inspector casier,inspector scolar,81.25,27,10,17,5,22,40.7,44.49893085034429,low
112006,inspector general școlar,inspector general scolar,inspector scolar,80.0,27,10,17,5,22,40.7,44.49893085034429,low
351203,tehnician TIC,tehnician tic,tehnician tic,100.0,80,23,57,57,23,71.2,44.47644813412385,low
352128,tehnician CATV,tehnician catv,tehnician tic,81.48148148148148,80,23,57,57,23,71.2,44.47644813412385,low
315317,tehnician aviație,tehnician aviatie,tehnician tic,80.0,80,23,57,57,23,71.2,44.47644813412385,low
213105,consilier botanist,consilier botanist,consilier zootehnist,84.21052631578947,47,24,23,21,26,46.8,44.46731517549164,low
213209,consilier inginer zootehnist,consilier inginer zootehnist,consilier zootehnist,83.33333333333334,47,24,23,21,26,46.8,44.46731517549164,low
215313,consilier tehnic,consilier tehnic,consilier zootehnist,83.33333333333334,47,24,23,21,26,46.8,44.46731517549164,low
261919,specialist proprietate intelectuală,specialist proprietate intelectuala,consultant proprietate intelectuala,80.0,30,13,17,14,16,51.7,44.45525488297233,low
111127,secretar de stat,secretar de stat,secretar de stat,100.0,29,14,15,10,19,43.1,44.45468765944888,low
111140,subsecretar de stat,subsecretar de stat,secretar de stat,91.42857142857143,29,14,15,10,19,43.1,44.45468765944888,low
242306,consilier orientare privind cariera,consilier orientare privind cariera,consilier orientare in cariera,92.3076923076923,56,25,31,15,41,41.1,44.43480113505253,low
311901,maistru în industria celulozei și hârtiei,maistru in industria celulozei si hartiei,maistru in industria celulozei si hartiei,100.0,38,17,21,7,31,36.8,44.40211567742136,low
241241,analist credite,analist credite,analist de credite,90.9090909090909,31,16,15,12,19,43.5,44.36092919567118,low
263203,analist de mediu,analist de mediu,analist de credite,82.35294117647058,31,16,15,12,19,43.5,44.36092919567118,low
261901,executor judecătoresc,executor judecatoresc,executor judecatoresc,100.0,26,12,14,9,17,44.2,44.29737197755415,low
514103,coafor stilist,coafor stilist,coafor stilist,100.0,30,16,14,4,26,30.0,44.254080909395284,low
431201,agent bursă,agent bursa,agent la bursa,88.0,33,16,17,18,15,53.0,44.23095635733576,low
311107,tehnician meteorolog,tehnician meteorolog,tehnician meteorolog,100.0,35,22,13,6,29,27.1,44.148219534254224,low
263414,psiholog școlar,psiholog scolar,psiholog scolar,100.0,45,24,21,18,27,43.3,44.110087054412865,low
311605,maistru petrolist/ industria chimică,maistru petrolist/ industria chimica,maistru productie in industria chimica,81.08108108108108,37,22,15,11,26,35.1,44.07428418224325,low
333907,agent servicii client,agent servicii client,manager serviciu clienti,80.0,41,19,22,9,32,37.8,44.06576323377238,low
132451,manager relația cu furnizorii,manager relatia cu furnizorii,manager relatii cu furnizorii de tic,86.15384615384616,33,19,14,11,22,37.9,43.91616574694308,low
214616,inginer petrolist,inginer petrolist,inginer petrolist,100.0,27,24,3,4,23,13.0,43.85089182498322,low
214617,subinginer petrolist,subinginer petrolist,inginer petrolist,91.8918918918919,27,24,3,4,23,13.0,43.85089182498322,low
214619,expert inginer petrolist,expert inginer petrolist,inginer petrolist,82.92682926829268,27,24,3,4,23,13.0,43.85089182498322,low
713202,vopsitor industrial,vopsitor industrial,pompier industrial,81.08108108108108,32,28,4,9,23,20.3,43.6611138871551,low
931202,îngrijitor spații verzi,ingrijitor spatii verzi,ingrijitor spatii verzi,100.0,49,31,18,15,34,33.7,43.63896777769582,low
911202,îngrijitor spații hoteliere,ingrijitor spatii hoteliere,ingrijitor spatii verzi,80.0,49,31,18,15,34,33.7,43.63896777769582,low
342311,instructor de pilates,instructor de pilates,instructor de pilates,100.0,26,18,8,4,22,23.1,43.637476921400236,low
342302,instructor de fitness,instructor de fitness,instructor de pilates,85.71428571428571,26,18,8,4,22,23.1,43.637476921400236,low
333910,operator de interviu,operator de interviu,operator interviu,91.8918918918919,37,14,23,14,23,50.0,43.610633286561075,low
751202,cofetar,cofetar,cofetar,100.0,59,33,26,5,54,26.3,43.58829374392923,low
111201,consilier diplomatic,consilier diplomatic,consilier diplomatic,100.0,37,17,20,13,24,44.6,43.546478592376126,low
243214,curier diplomatic,curier diplomatic,consilier diplomatic,81.08108108108108,37,17,20,13,24,44.6,43.546478592376126,low
831204,acar,acar,acar,100.0,21,19,2,2,19,9.5,43.46890307670944,low
532105,lăcar,lacar,acar,88.88888888888889,21,19,2,2,19,9.5,43.46890307670944,low
921303,văcar,vacar,acar,88.88888888888889,21,19,2,2,19,9.5,43.46890307670944,low
331404,actuar,actuar,acar,80.0,21,19,2,2,19,9.5,43.46890307670944,low
111218,prefect,prefect,prefect,100.0,30,11,19,13,17,53.3,43.40612839840829,low
111226,subprefect,subprefect,prefect,82.35294117647058,30,11,19,13,17,53.3,43.40612839840829,low
111301,primar,primar,primar,100.0,31,11,20,12,19,51.6,43.3568590569627,low
261906,notar,notar,notar,100.0,43,15,28,17,26,52.3,43.33626863385591,low
343515,ghid de animație,ghid de animatie,regizor de animatie,80.0,43,15,28,17,26,52.3,43.33626863385591,low
421201,crupier,crupier,crupier,100.0,29,20,9,3,26,20.7,43.29887666248067,low
112033,director resurse umane,director resurse umane,ofiter resurse umane,80.95238095238095,47,21,26,9,38,37.2,43.24658793474472,low
333304,referent resurse umane,referent resurse umane,ofiter resurse umane,80.95238095238095,47,21,26,9,38,37.2,43.24658793474472,low
311207,tehnician proiectant în construcții,tehnician proiectant in constructii,tehnician proiectant constructii civile,86.48648648648648,42,16,26,20,22,54.8,43.12941175598355,low
432307,însoțitor vagoane,insotitor vagoane,insotitor vagon,93.75,35,9,26,1,34,38.6,43.11165852699174,low
142008,manager de zonă,manager de zona,manager de contract,82.35294117647058,31,29,2,9,22,17.7,43.06576834237493,low
511201,conductor tren,conductor tren,conductor tren,100.0,25,23,2,3,22,10.0,43.05345838053844,low
511301,ghid de turism,ghid de turism,ghid de turism,100.0,58,24,34,13,45,40.5,43.03484745208336,low
742207,electronist telecomunicații,electronist telecomunicatii,analist telecomunicatii,80.0,35,25,10,12,23,31.4,43.0339895144473,low
215241,ofițer punte,ofiter punte,ofiter de punte,88.88888888888889,28,21,7,6,22,23.2,42.984574077472544,low
713301,coșar,cosar,cosar,100.0,32,18,14,6,26,31.2,42.969296286134984,low
812101,cocsar,cocsar,cosar,90.9090909090909,32,18,14,6,26,31.2,42.969296286134984,low
335904,comisar,comisar,cosar,83.33333333333334,32,18,14,6,26,31.2,42.969296286134984,low
321402,tehnician acustician – audioprotezist,tehnician acustician – audioprotezist,tehnician acustician-audioprotezist,94.44444444444444,31,11,20,10,21,48.4,42.96561972814329,low
541104,servant pompier,servant pompier,servant pompier,100.0,30,19,11,9,21,33.3,42.95875425575761,low
314306,tehnician cadastru forestier,tehnician cadastru forestier,tehnician forestier,80.85106382978722,38,23,15,8,30,30.3,42.82406651763527,low
235301,profesor de limbi străine,profesor de limbi straine,profesor de limbi straine,100.0,53,26,27,10,43,34.9,42.756748119873116,low
511203,controlor bilete,controlor bilete,controlor bilete,100.0,32,24,8,2,30,15.6,42.70447627559124,low
111107,senator,senator,senator,100.0,29,11,18,12,17,51.7,42.67747174420225,low
311803,desenator,desenator,senator,87.5,29,11,18,12,17,51.7,42.67747174420225,low
214489,ofițer mecanic,ofiter mecanic,ofiter mecanic secund,80.0,36,28,8,11,25,26.4,42.45382739876819,low
335504,detectiv particular,detectiv particular,detectiv particular,100.0,32,19,13,8,24,32.8,42.409612770501084,low
226929,terapeut în terapie asistată de animale,terapeut in terapie asistata de animale,terapeut terapie asistata de animale,96.0,30,11,19,9,21,46.7,42.36644166037139,low
214501,inginer petrochimist,inginer petrochimist,inginer petrochimist,100.0,38,28,10,12,26,28.9,42.19567574779346,low
214502,subinginer petrochimist,subinginer petrochimist,inginer petrochimist,93.02325581395348,38,28,10,12,26,28.9,42.19567574779346,low
214509,expert inginer petrochimist,expert inginer petrochimist,inginer petrochimist,85.1063829787234,38,28,10,12,26,28.9,42.19567574779346,low
214508,consilier inginer petrochimist,consilier inginer petrochimist,inginer petrochimist,80.0,38,28,10,12,26,28.9,42.19567574779346,low
132439,conducător activitate de transport rutier,conducator activitate de transport rutier,manager activitate transport rutier,81.57894736842105,32,30,2,3,29,7.8,42.15519315049541,low
723201,mecanic aviație,mecanic aviatie,mecanic maritim,80.0,64,37,27,15,49,32.8,42.13353417119038,low
214115,responsabil afacere,responsabil afacere,responsabil active,81.08108108108108,40,22,18,11,29,36.3,42.06867748003784,low
261201,procuror,procuror,procuror,100.0,33,16,17,12,21,43.9,42.054138050656206,low
242903,manager de responsabilitate socială,manager de responsabilitate sociala,manager responsabilitate sociala corporativa,81.0126582278481,49,27,22,15,34,37.8,42.00103263569759,low
325718,manager de responsabilitate socială,manager de responsabilitate sociala,manager responsabilitate sociala corporativa,81.0126582278481,49,27,22,15,34,37.8,42.00103263569759,low
241234,consultant bancar,consultant bancar,consultant actuar,88.23529411764706,35,14,21,16,19,52.9,41.98605681533403,low
241208,consultant bugetar,consultant bugetar,consultant actuar,80.0,35,14,21,16,19,52.9,41.98605681533403,low
243205,consultant cameral,consultant cameral,consultant actuar,80.0,35,14,21,16,19,52.9,41.98605681533403,low
325801,brancardier,brancardier,brancardier,100.0,46,39,7,9,37,17.4,41.95327792622508,low
263605,capelan,capelan,capelan,100.0,31,10,21,5,26,41.9,41.91036731519811,low
134502,director unitate de învățământ,director unitate de invatamant,director unitate de invatamant,100.0,53,26,27,18,35,42.5,41.89567331241665,low
112017,director comercial,director comercial,director comercial,100.0,32,14,18,10,22,43.8,41.83351675658979,low
241247,inspector de risc,inspector de risc,inspector de risc,100.0,32,14,18,10,22,43.8,41.83351675658979,low
335404,inspector de stat,inspector de stat,inspector de risc,82.35294117647058,32,14,18,10,22,43.8,41.83351675658979,low
322102,soră medicală,sora medicala,sora medicala,100.0,60,36,24,24,36,40.0,41.803341285602414,low
134213,soră medicală șefă,sora medicala sefa,sora medicala,83.87096774193549,60,36,24,24,36,40.0,41.803341285602414,low
315314,instructor parașutism,instructor parasutism,instructor maritim,82.05128205128204,44,22,22,11,33,37.5,41.655450129113596,low
432312,instructor stație,instructor statie,instructor maritim,80.0,44,22,22,11,33,37.5,41.655450129113596,low
242106,manager de inovare,manager de inovare,manager de software,81.08108108108108,48,23,25,18,30,44.8,41.41810742146331,low
741105,montator instalații solare,montator instalatii solare,montator instalatii baie,88.0,49,23,26,9,40,35.7,41.257600862888154,low
311925,tehnician în industria alimentară,tehnician in industria alimentara,biotehnolog in industria alimentara,82.35294117647058,71,45,26,30,41,39.4,41.15189983341261,low
214514,inginer în industria alimentară,inginer in industria alimentara,biotehnolog in industria alimentara,81.81818181818183,71,45,26,30,41,39.4,41.15189983341261,low
214515,subinginer în industria alimentară,subinginer in industria alimentara,biotehnolog in industria alimentara,81.15942028985508,71,45,26,30,41,39.4,41.15189983341261,low
422102,agent de turism,agent de turism,agent de turism,100.0,39,24,15,7,32,28.2,41.032312609839224,low
252912,inginer de securitate sisteme înglobate,inginer de securitate sisteme inglobate,inginer de securitate sisteme inglobate,100.0,41,31,10,15,25,30.5,40.98582251312815,low
252910,manager de securitate sisteme informatice,manager de securitate sisteme informatice,inginer de securitate sisteme inglobate,82.5,41,31,10,15,25,30.5,40.98582251312815,low
265221,dirijor cor,dirijor cor,dirijor cor,100.0,29,22,7,7,22,24.1,40.91190570417487,low
311403,tehnician proiectant electronică,tehnician proiectant electronica,tehnician proiectant in electronica,95.52238805970148,41,22,19,17,24,43.9,40.905718930435086,low
214513,inginer chimist,inginer chimist,inginer chimist,100.0,106,18,88,54,52,67.0,40.69418324426564,low
214536,subinginer chimist,subinginer chimist,inginer chimist,90.9090909090909,106,18,88,54,52,67.0,40.69418324426564,low
214505,expert inginer chimist,expert inginer chimist,inginer chimist,81.08108108108108,106,18,88,54,52,67.0,40.69418324426564,low
351108,analist testare software,analist testare software,specialist testare software,86.27450980392157,80,10,70,64,16,83.8,40.6322224888596,low
235904,designer instrucțional,designer instructional,designer instructional,100.0,59,36,23,27,32,42.4,40.55821748642729,low
