cod_cor,denumire_ocupatie
731808,polierator frânghii
263304,politolog
541201,polițist local
722406,polizator
611207,pomicultor
818906,pompagiu
431301,pontator
835005,pontonier feribot
962909,portar
811205,prăjitor minereu
341303,predicator
111218,prefect
815111,pregătitor amestecuri în filaturi
731835,pregătitor articole marochinărie
817209,pregătitor așchii
815905,pregătitor confecții industriale din blană
818123,pregătitor de materii prime pentru producerea sticlei
812119,pregătitor de șarje
813207,pregătitor hârtie fotosensibilă
813147,pregătitor la produse explozive
817208,pregătitor lemn așchietor
817101,"pregătitor lemn, stuf, paie"
812104,pregătitor materiale de șarje
721106,pregătitor metale vechi pentru retopire
752102,pregătitor paste chimice
814128,pregătitor pentru încălțăminte și articole tehnice din cauciuc
817223,pregătitor PFL și hârtie pentru filme
815604,pregătitor piese încălțăminte
752103,pregătitor plăci fibrolemnoase și hârtie pentru filme
814110,pregătitor regenerare cauciuc
722319,pregătitor sârmă
812222,pregătitor seturi de cabluri electrice pentru autotrac și accesorii
752214,pregătitor suprafețe pentru lăcuit
731823,pregătitor și confecționer cataloage mostre
821102,pregătitor și montator utilaje tehnologice
813152,"pregătitor, completator de echipamente tehnice și SDV-uri"
721415,"pregătitor, montator, reparator ițe, cocleți, lamele, spete"
815307,pregătitor-lansator confecții
814102,pregnator prize tehnice și bandă izolatoare
731813,prelucrător de fulgi și pene
731729,prelucrător de păr la mașină
818103,prelucrător de topituri la instalații de tras țevi
818102,prelucrător de topituri la semiautomate
818104,prelucrător de tuburi și baghete
818116,prelucrător fire și țesături din fire de sticlă
731730,prelucrător manual de păr
722102,prelucrător mecanic metale prețioase
811206,prelucrător mică
441210,prelucrător presă scrisă
722205,prelucrător prin electroeroziune
818140,prelucrător produse ceramice prin extrudare
818142,prelucrător produse ceramice prin injectare
731504,prelucrător topitură sticlă la presă
731505,prelucrător topitură sticlă la țeavă
263627,preot
341305,preot
722318,preparator amestec de înveliș
813111,preparator amestec și topitor sticlă
816047,preparator băuturi răcoritoare
813139,preparator benzi cauciucate și compoziții emplastre
816022,preparator boia de ardei
751403,"preparator castane, dovleac, porumb"
814120,preparator cauciuc electroizolant
816051,preparator coniac
816019,preparator conserve lapte și lactoză
751401,"preparator conserve, legume și fructe"
816035,preparator de produse apicole
751204,preparator de semifabricate și preparate culinare
812223,preparator electrolit și amestec depolarizator
812214,preparator email
816024,"preparator extracte, arome și esențe"
816005,preparator făină din pește
352114,preparator filmare
816039,preparator halva
813106,preparator în industria chimică
816028,preparator înghețată
231004,preparator învățământul universitar
812110,preparator la concentratele miniere
814101,preparator la confecționarea produselor industriale din cauciuc
813141,preparator la prepararea produselor cosmetice și de parfumerie
813148,preparator la produse explozive
813125,"preparator lacuri, vopsele, paste de fludor folosite la aparataj electric"
821206,preparator leșie pentru acumulatori
621013,preparator mangal
731408,preparator mase ceramice
814201,preparator mase plastice
816023,preparator muștar
816030,preparator napolitane
817102,preparator pastă
752326,preparator paste chimice pentru chibrituri
816004,"preparator pește, raci, broaște în cherhanale și oficii"
814129,preparator plăci de etanșare comprimate
817234,preparator PPF
813140,preparator prafuri de spălat și curățat
751302,preparator produse lactate
722110,preparator pulberi
816048,preparator rachiuri industriale și lichioruri
813142,preparator ser vaccin
342209,preparator sportiv
816036,preparator surogate cafea
816053,preparator șampanie
818119,preparator vată de sticlă
816052,preparator vermut
752218,"preparator-dozator adezive, rășini, lacuri și emailuri în industria lemnului"
818134,preparator-presator abrazive
818137,preparator-presator produse din cărbune
812133,presator de țevi la cald și profiluri prin extruziune
817220,presator la înnobilare PFL
814204,presator mase plastice
721412,presator metale la rece
817215,presator PFL
722103,presator piese din pulberi metalice
731113,presator piese optice
731409,presator produse ceramice
817232,presator produse stratificate
621006,presator stuf
722105,"presator, ambutisor la cald"
814125,"presator-formator materiale stratificate, pregnator prize tehnice și bandă izolatoare"
516911,prestidigitator
111109,președinte Academie
111412,președinte asociație națională cooperatistă
111421,președinte asociație patronală
111415,președinte asociație teritorială de organizații cooperatiste
121101,președinte bancă/ vicepreședinte/ prim-vicepreședinte
111114,președinte Camera Deputaților
143107,"președinte complex, club sportiv"
111402,președinte consilier organizație politică
131123,președinte cooperativă agricolă
142001,președinte cooperativă de consum
263628,președinte culte
111111,președinte curte de apel
111112,președinte Curtea de Conturi a României
111113,președinte de judecătorie
143106,președinte federație sportivă
111228,președinte instituție publică
111110,președinte Înalta Curte de Casație și Justiție
111419,președinte organizație cooperatistă
111423,președinte organizație profesională națională
111426,"președinte organizație profesională, filială județeană/ municipiu"
111408,președinte organizație sindicală
111115,"președinte secție (la Înalta Curte de Casație și Justiție, la curtea de apel, tribunale și judecătorii)"
111139,președinte Senat
111116,președinte tribunal
111117,Președintele României
265601,prezentator (crainic) radio
265602,prezentator (crainic) televiziune
243211,prezentator expoziții
524103,prezentator modă
343524,prezentator TV
111120,prim-adjunct al procurorului general
111301,primar
121911,prim-grefier
432110,primitor-distribuitor benzină și motorină
432104,primitor-distribuitor materiale și scule
811313,primitor-preparator produse fluide
111121,prim-ministru
111118,prim-procuror
111119,prim-procuror adjunct
962204,prinzător câini
721302,"probator hidraulic cazane, țevi, recipiente"
311713,probator hidraulic piese turnate
261201,procuror
111122,procuror general
121905,procuror șef birou/ serviciu
111123,procuror șef de secție
111124,procuror șef de secție adjunct
265430,producător audiovideo
813130,producător de fire și fibre sintetice
265424,producător delegat evenimente de marketing
265408,producător delegat film
265437,producător delegat pentru teatru
265441,producător delegat TV
134918,producător executiv TV
112037,producător general
265250,producător muzical
265418,producător RTV (știri)
265444,producător teren (studii medii)
265443,producător teren (studii superioare)
265442,producător TV
235923,profesor-antrenor
226406,profesor de cultură fizică medicală
235301,profesor de limbi străine
235926,profesor itinerant și de sprijin
233002,profesor în învățământul gimnazial
233001,"profesor în învățământul liceal, postliceal"
234201,profesor în învățământul preșcolar
234101,profesor în învățământul primar
232001,profesor în învățământul profesional și de maiștri
234204,profesor pentru educație timpurie
231005,profesor universitar
814115,profilator produse din cauciuc
251202,programator
351201,programator ajutor
251204,programator de sistem informatic
214136,programator fabricație/ lansator fabricație
432206,programator grafic de execuție pentru realizarea proiectului
432204,programator producție
216108,proiectant arhitect
251107,proiectant de sisteme informatice inteligente pentru TIC
214437,proiectant inginer aeronave
214912,proiectant inginer celuloză și hârtie
214909,"proiectant inginer ceramică, sticlă"
214503,proiectant inginer chimist
214208,proiectant inginer construcții
215214,proiectant inginer de sisteme și calculatoare
215215,proiectant inginer electromecanic
215213,proiectant inginer electronist
215110,proiectant inginer electrotehnic
216506,proiectant inginer geodez
214207,proiectant inginer instalații
213216,proiectant inginer în agricultură
214624,proiectant inginer în minerit
213218,proiectant inginer în silvicultură
213217,proiectant inginer în zootehnie
214438,proiectant inginer mecanic
214623,proiectant inginer metalurg
214621,proiectant inginer petrolist
214516,proiectant inginer produse alimentare
214105,"proiectant inginer textile, pielărie"
241233,proiectant produse bancare
215119,proiectant sisteme de securitate
251101,proiectant sisteme informatice
215118,proiectant subinginer electrotehnic
352115,proiecționist
263220,promotor local
311110,"prospector - prospecții geologice, geofizice"
621007,protecționist silvic
812218,protejator conductori cabluri și condensatori statici de forță
263629,protopop
263630,provicar
265247,psalt
263411,psiholog
263402,psiholog în specialitatea consiliere psihologică
263406,psiholog în specialitatea psihologia aplicată în servicii
263404,psiholog în specialitatea psihologia muncii și organizațională
